label,start,stop
male,0.0,0.43
female,0.43,0.94
male,0.94,1.03
female,1.03,2.96
male,2.96,3.2
female,3.2,3.84
male,3.84,4.19
female,4.19,7.49
male,7.49,7.53
female,7.53,9.38
male,9.38,15.91
female,15.91,17.58
male,17.58,17.85
female,17.85,20.48
male,20.48,20.97
female,20.97,24.96
male,24.96,25.46
female,25.46,31.95
male,31.95,32.07
female,32.07,32.44
male,32.44,32.55
female,32.55,34.33
male,34.33,34.6
female,34.6,36.31
male,36.31,36.63
female,36.63,37.05
male,37.05,37.32
female,37.32,39.565
male,39.565,51.0
female,51.0,52.56
male,52.56,52.73
female,52.73,55.08
male,55.08,55.49
female,55.49,57.89
male,57.89,58.35
female,58.35,61.28
male,61.28,61.29
