label,start,stop
male,0.0,0.01
female,0.01,4.08
male,4.08,4.22
female,4.22,8.9
male,8.9,9.03
female,9.03,11.274999999999999
male,11.274999999999999,12.8
female,12.8,16.47
male,16.47,16.55
female,16.55,19.12
male,19.12,19.27
female,19.27,23.2
male,23.2,23.33
female,23.33,24.48
male,24.48,25.94
female,25.94,28.61
male,28.61,28.7
female,28.7,29.6
male,29.6,29.89
female,29.89,33.19
male,33.19,34.29
female,34.29,36.66
male,36.66,37.02
female,37.02,37.93
male,37.93,37.96
female,37.96,42.79
male,42.79,43.02
female,43.02,45.8
male,45.8,46.04
female,46.04,49.7
male,49.7,51.26
female,51.26,56.5
male,56.5,56.62
female,56.62,61.13
male,61.13,61.24
female,61.24,61.92
male,61.92,61.93
