label,start,stop
male,0.0,0.44
female,0.44,2.5
male,2.5,2.88
female,2.88,3.61
male,3.61,3.82
female,3.82,5.09
male,5.09,5.94
female,5.94,6.94
male,6.94,7.35
female,7.35,8.56
male,8.56,9.21
female,9.21,10.76
male,10.76,11.48
female,11.48,13.85
male,13.85,14.7
female,14.7,16.83
male,16.83,17.17
female,17.17,19.11
male,19.11,35.11
female,35.11,39.65
male,39.65,39.92
female,39.92,42.5
male,42.5,43.66
female,43.66,45.47
male,45.47,45.93
female,45.93,48.46
male,48.46,48.92
female,48.92,49.97
male,49.97,60.99
