label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,3.156,speech,False,female,adult,standard,,,,,,,,,,
,3.156,3.736,nonspeech,False,,,,,,,,,,,,,True
MU2,3.736,4.423,nonspeech,False,,,,,,,,,True,,,,
FA,4.423,5.15,speech,False,female,adult,standard,,,,,,,,,,
MU2,5.15,6.34,nonspeech,False,,,,,,,,,True,,,,
,6.34,6.961,nonspeech,False,,,,,,,,,,,,,True
FA,6.961,10.081,speech,False,female,adult,standard,,,,,,,,,,
,10.081,12.009,nonspeech,False,,,,,,,,,,,,,True
MU2,12.009,13.064,nonspeech,False,,,,,,,,,True,,,,
HA,13.064,14.314,speech,False,male,adult,standard,,,,,,,,,,
MU2,14.314,14.684,nonspeech,False,,,,,,,,,True,,,,
HA,14.684,20.823,speech,False,male,adult,standard,,,,,,,,,,
MU2,20.823,21.799,nonspeech,False,,,,,,,,,True,,,,
HA,21.799,22.411,speech,False,male,adult,standard,,,,,,,,,,
MU2,22.411,22.929,nonspeech,False,,,,,,,,,True,,,,
HA,22.929,23.747,speech,False,male,adult,standard,,,,,,,,,,
RE,23.747,24.221,nonspeech,False,,,,,,,,,,True,,,
HA,24.221,28.142,speech,False,male,adult,standard,,,,,,,,,,
MU2,28.142,28.68,nonspeech,False,,,,,,,,,True,,,,
HA,28.68,30.309,speech,False,male,adult,standard,,,,,,,,,,
,30.309,30.984,nonspeech,False,,,,,,,,,,,,,True
HA,30.984,31.738,speech,False,male,adult,standard,,,,,,,,,,
,31.738,32.403,nonspeech,False,,,,,,,,,,,,,True
MU2,32.403,34.48,nonspeech,False,,,,,,,,,True,,,,
HA,34.48,35.087,speech,False,male,adult,standard,,,,,,,,,,
,35.087,36.079,nonspeech,False,,,,,,,,,,,,,True
HA,36.079,37.034,speech,False,male,adult,standard,,,,,,,,,,
MU2,37.034,39.185,nonspeech,False,,,,,,,,,True,,,,
HA,39.185,40.104,speech,False,male,adult,standard,,,,,,,,,,
MU2,40.104,41.322,nonspeech,False,,,,,,,,,True,,,,
HA,41.322,42.229,speech,False,male,adult,standard,,,,,,,,,,
MU2,42.229,43.052,nonspeech,False,,,,,,,,,True,,,,
HA,43.052,44.155,speech,False,male,adult,standard,,,,,,,,,,
MU2,44.155,48.36,nonspeech,False,,,,,,,,,True,,,,
HA,48.36,48.935,speech,False,male,adult,standard,,,,,,,,,,
,48.935,49.326,nonspeech,False,,,,,,,,,,,,,True
HA,49.326,50.46,speech,False,male,adult,standard,,,,,,,,,,
,50.46,52.827,nonspeech,False,,,,,,,,,,,,,True
MU2,52.827,53.55,nonspeech,False,,,,,,,,,True,,,,
FA,53.55,54.946,speech,False,female,adult,standard,,,,,,,,,,
MU2,54.946,56.3,nonspeech,False,,,,,,,,,True,,,,
FA,56.3,57.332,speech,False,female,adult,standard,,,,,,,,,,
BR,57.332,57.775,nonspeech,False,,,,,True,,,,,,,,
FA,57.775,58.339,speech,False,female,adult,standard,,,,,,,,,,
MU2,58.339,59.15,nonspeech,False,,,,,,,,,True,,,,
FA,59.15,61.073,speech,False,female,adult,standard,,,,,,,,,,
MU2,61.073,61.611,nonspeech,False,,,,,,,,,True,,,,
