label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,1.027,speech,False,female,adult,standard,,,,,,,,,,
,1.027,1.333,nonspeech,False,,,,,,,,,,,,,True
HA,1.333,5.18,speech,False,male,adult,standard,,,,,,,,,,
FA,5.18,11.214,speech,False,female,adult,standard,,,,,,,,,,
HA,11.214,16.025,speech,False,male,adult,standard,,,,,,,,,,
RE,16.025,16.552,nonspeech,False,,,,,,,,,,True,,,
HA,16.552,21.843,speech,False,male,adult,standard,,,,,,,,,,
FA,21.843,28.411,speech,False,female,adult,standard,,,,,,,,,,
RE,28.411,29.039,nonspeech,False,,,,,,,,,,True,,,
FA,29.039,37.017,speech,False,female,adult,standard,,,,,,,,,,
HA,37.017,41.064,speech,False,male,adult,standard,,,,,,,,,,
RE,41.064,41.402,nonspeech,False,,,,,,,,,,True,,,
HA,41.402,42.134,speech,False,male,adult,standard,,,,,,,,,,
,42.134,42.46,nonspeech,False,,,,,,,,,,,,,True
HA,42.46,43.451,speech,False,male,adult,standard,,,,,,,,,,
,43.451,44.211,nonspeech,False,,,,,,,,,,,,,True
FA,44.211,48.496,speech,False,female,adult,standard,,,,,,,,,,
RE,48.496,48.897,nonspeech,False,,,,,,,,,,True,,,
FA,48.897,51.121,speech,False,female,adult,standard,,,,,,,,,,
,51.121,52.892,nonspeech,False,,,,,,,,,,,,,True
HA,52.892,58.766,speech,False,male,adult,standard,,,,,,,,,,
FA,58.766,61.653,speech,False,female,adult,standard,,,,,,,,,,
