label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
BR,0.0,2.229,nonspeech,False,,,,,True,,,,,,,,
,2.229,7.576,nonspeech,False,,,,,,,,,,,,,True
FA,7.576,10.275,speech,False,female,adult,standard,,,,,,,,,,
RE,10.275,10.749,nonspeech,False,,,,,,,,,,True,,,
FA,10.749,12.63,speech,False,female,adult,standard,,,,,,,,,,
RE,12.63,13.031,nonspeech,False,,,,,,,,,,True,,,
FA,13.031,15.934,speech,False,female,adult,standard,,,,,,,,,,
,15.934,16.334,nonspeech,False,,,,,,,,,,,,,True
FA,16.334,18.509,speech,False,female,adult,standard,,,,,,,,,,
RE,18.509,19.022,nonspeech,False,,,,,,,,,,True,,,
FA,19.022,20.046,speech,False,female,adult,standard,,,,,,,,,,
,20.046,20.762,nonspeech,False,,,,,,,,,,,,,True
FA,20.762,21.706,speech,False,female,adult,standard,,,,,,,,,,
,21.706,22.111,nonspeech,False,,,,,,,,,,,,,True
FA,22.111,25.288,speech,False,female,adult,standard,,,,,,,,,,
,25.288,25.837,nonspeech,False,,,,,,,,,,,,,True
FA,25.837,27.754,speech,False,female,adult,standard,,,,,,,,,,
,27.754,28.678,nonspeech,False,,,,,,,,,,,,,True
FA,28.678,30.575,speech,False,female,adult,standard,,,,,,,,,,
,30.575,31.302,nonspeech,False,,,,,,,,,,,,,True
FA,31.302,33.856,speech,False,female,adult,standard,,,,,,,,,,
,33.856,34.667,nonspeech,False,,,,,,,,,,,,,True
FA,34.667,34.794,speech,False,female,adult,standard,,,,,,,,,,
,34.794,35.768,nonspeech,False,,,,,,,,,,,,,True
FA,35.768,38.353,speech,False,female,adult,standard,,,,,,,,,,
RE,38.353,39.191,nonspeech,False,,,,,,,,,,True,,,
FA,39.191,42.42,speech,False,female,adult,standard,,,,,,,,,,
,42.42,43.121,nonspeech,False,,,,,,,,,,,,,True
FA,43.121,48.152,speech,False,female,adult,standard,,,,,,,,,,
BR,48.152,49.528,nonspeech,False,,,,,True,,,,,,,,
BH,49.528,52.3,nonspeech,False,,,,,,True,,,,,,,
FA,52.3,55.826,speech,False,female,adult,standard,,,,,,,,,,
RE,55.826,56.405,nonspeech,False,,,,,,,,,,True,,,
FA,56.405,60.309,speech,False,female,adult,standard,,,,,,,,,,
