label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
,0.0,0.084,nonspeech,False,,,,,,,,,,,,,True
FA,0.084,1.454,speech,False,female,adult,standard,,,,,,,,,,
,1.454,2.05,nonspeech,False,,,,,,,,,,,,,True
FA,2.05,2.947,speech,False,female,adult,standard,,,,,,,,,,
IE,2.947,3.826,speech,False,undefgender,child,standard,,,,,,,,,,
FA,3.826,8.278,speech,False,female,adult,standard,,,,,,,,,,
,8.278,8.831,nonspeech,False,,,,,,,,,,,,,True
FA,8.831,10.349,speech,False,female,adult,standard,,,,,,,,,,
IE,10.349,14.291,speech,False,undefgender,child,standard,,,,,,,,,,
MU2,14.291,15.272,nonspeech,False,,,,,,,,,True,,,,
IE,15.272,18.341,speech,False,undefgender,child,standard,,,,,,,,,,
BR,18.341,19.272,nonspeech,False,,,,,True,,,,,,,,
IE,19.272,20.453,speech,False,undefgender,child,standard,,,,,,,,,,
BR,20.453,21.461,nonspeech,False,,,,,True,,,,,,,,
HE,21.461,24.362,speech,False,male,child,standard,,,,,,,,,,
BR,24.362,24.749,nonspeech,False,,,,,True,,,,,,,,
HE,24.749,25.85,speech,False,male,child,standard,,,,,,,,,,
,25.85,26.288,nonspeech,False,,,,,,,,,,,,,True
IE,26.288,26.963,speech,False,undefgender,child,standard,,,,,,,,,,
BR,26.963,27.285,nonspeech,False,,,,,True,,,,,,,,
IE,27.285,27.539,speech,False,undefgender,child,standard,,,,,,,,,,
,27.539,27.936,nonspeech,False,,,,,,,,,,,,,True
IE,27.936,30.013,speech,False,undefgender,child,standard,,,,,,,,,,
BR,30.013,30.403,nonspeech,False,,,,,True,,,,,,,,
HE,30.403,32.974,speech,False,male,child,standard,,,,,,,,,,
IE,32.974,35.154,speech,False,undefgender,child,standard,,,,,,,,,,
,35.154,35.359,nonspeech,False,,,,,,,,,,,,,True
HE,35.359,38.697,speech,False,male,child,standard,,,,,,,,,,
MU2,38.697,41.127,nonspeech,False,,,,,,,,,True,,,,
HE,41.127,43.783,speech,False,male,child,standard,,,,,,,,,,
MU2,43.783,44.134,nonspeech,False,,,,,,,,,True,,,,
HE,44.134,49.178,speech,False,male,child,standard,,,,,,,,,,
BR,49.178,51.733,nonspeech,False,,,,,True,,,,,,,,
IE,51.733,53.505,speech,False,undefgender,child,standard,,,,,,,,,,
BR,53.505,55.149,nonspeech,False,,,,,True,,,,,,,,
IE,55.149,57.214,speech,False,undefgender,child,standard,,,,,,,,,,
HE,57.214,59.722,speech,False,male,child,standard,,,,,,,,,,
,59.722,59.87,nonspeech,False,,,,,,,,,,,,,True
IE,59.87,60.987,speech,False,undefgender,child,standard,,,,,,,,,,
RE,60.987,61.292,nonspeech,False,,,,,,,,,,True,,,
IE,61.292,61.419,speech,False,undefgender,child,standard,,,,,,,,,,
