label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,4.41,speech,False,male,adult,standard,,,,,,,,,,
RE,4.41,4.963,nonspeech,False,,,,,,,,,,True,,,
HA,4.963,5.469,speech,False,male,adult,standard,,,,,,,,,,
,5.469,5.832,nonspeech,False,,,,,,,,,,,,,True
HA,5.832,10.037,speech,False,male,adult,standard,,,,,,,,,,
RE,10.037,10.385,nonspeech,False,,,,,,,,,,True,,,
HA,10.385,13.198,speech,False,male,adult,standard,,,,,,,,,,
RE,13.198,13.656,nonspeech,False,,,,,,,,,,True,,,
HA,13.656,17.213,speech,False,male,adult,standard,,,,,,,,,,
RE,17.213,17.593,nonspeech,False,,,,,,,,,,True,,,
HA,17.593,23.51,speech,False,male,adult,standard,,,,,,,,,,
RE,23.51,27.579,nonspeech,False,,,,,,,,,,True,,,
RE,27.579,28.002,nonspeech,False,,,,,,,,,,True,,,
HA,28.002,30.941,speech,False,male,adult,standard,,,,,,,,,,
RE,30.941,31.431,nonspeech,False,,,,,,,,,,True,,,
HA,31.431,34.103,speech,False,male,adult,standard,,,,,,,,,,
RE,34.103,34.514,nonspeech,False,,,,,,,,,,True,,,
HA,34.514,44.201,speech,False,male,adult,standard,,,,,,,,,,
RE,44.201,44.756,nonspeech,False,,,,,,,,,,True,,,
HA,44.756,58.43,speech,False,male,adult,standard,,,,,,,,,,
RE,58.43,58.778,nonspeech,False,,,,,,,,,,True,,,
HA,58.778,60.011,speech,False,male,adult,standard,,,,,,,,,,
