label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU2,0.0,8.344,nonspeech,False,,,,,,,,,True,,,,
MU2+BR,8.344,12.233,nonspeech,True,,,,,True,,,,True,,,,
HA,12.233,12.691,speech,False,male,adult,standard,,,,,,,,,,
MU2,12.691,13.755,nonspeech,False,,,,,,,,,True,,,,
HA,13.755,17.085,speech,False,male,adult,standard,,,,,,,,,,
MU2,17.085,18.96,nonspeech,False,,,,,,,,,True,,,,
,18.96,19.487,nonspeech,False,,,,,,,,,,,,,True
MU2+BR,19.487,20.667,nonspeech,True,,,,,True,,,,True,,,,
MU2,20.667,27.611,nonspeech,False,,,,,,,,,True,,,,
MU2+BR,27.611,29.635,nonspeech,True,,,,,True,,,,True,,,,
RI,29.635,30.963,nonspeech,False,,,,,,,,,,,True,,
MU2,30.963,31.843,nonspeech,False,,,,,,,,,True,,,,
FA,31.843,34.614,speech,False,female,adult,standard,,,,,,,,,,
MU2,34.614,35.041,nonspeech,False,,,,,,,,,True,,,,
FA,35.041,39.159,speech,False,female,adult,standard,,,,,,,,,,
BR+MU2,39.159,40.308,nonspeech,True,,,,,True,,,,True,,,,
FA,40.308,41.33,speech,False,female,adult,standard,,,,,,,,,,
MU2,41.33,41.767,nonspeech,False,,,,,,,,,True,,,,
FA,41.767,47.403,speech,False,female,adult,standard,,,,,,,,,,
MU2,47.403,47.841,nonspeech,False,,,,,,,,,True,,,,
FA,47.841,53.985,speech,False,female,adult,standard,,,,,,,,,,
MU2,53.985,54.486,nonspeech,False,,,,,,,,,True,,,,
FA,54.486,55.306,speech,False,female,adult,standard,,,,,,,,,,
MU2,55.306,56.251,nonspeech,False,,,,,,,,,True,,,,
FA,56.251,58.936,speech,False,female,adult,standard,,,,,,,,,,
,58.936,60.464,nonspeech,False,,,,,,,,,,,,,True
HA,60.464,60.864,speech,False,male,adult,standard,,,,,,,,,,
