label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU1,0.0,18.953,nonspeech,False,,,,,,,,True,,,,,
,18.953,20.298,nonspeech,False,,,,,,,,,,,,,True
JI,20.298,22.85,nonspeech,False,,,,,,,True,,,,,,
FA,22.85,24.471,speech,False,female,adult,standard,,,,,,,,,,
JI,24.471,27.26,nonspeech,False,,,,,,,True,,,,,,
FA,27.26,28.746,speech,False,female,adult,standard,,,,,,,,,,
,28.746,29.278,nonspeech,False,,,,,,,,,,,,,True
FA,29.278,30.059,speech,False,female,adult,standard,,,,,,,,,,
,30.059,30.801,nonspeech,False,,,,,,,,,,,,,True
FA,30.801,32.423,speech,False,female,adult,standard,,,,,,,,,,
,32.423,33.314,nonspeech,False,,,,,,,,,,,,,True
FA,33.314,36.237,speech,False,female,adult,standard,,,,,,,,,,
MU2,36.237,36.585,nonspeech,False,,,,,,,,,True,,,,
FA,36.585,39.062,speech,False,female,adult,standard,,,,,,,,,,
MU2,39.062,39.61,nonspeech,False,,,,,,,,,True,,,,
HA,39.61,43.959,speech,False,male,adult,standard,,,,,,,,,,
RI,43.959,45.497,nonspeech,False,,,,,,,,,,,True,,
HA,45.497,47.616,speech,False,male,adult,standard,,,,,,,,,,
MU2,47.616,48.301,nonspeech,False,,,,,,,,,True,,,,
HA+HA,48.301,51.425,speech,True,male,adult,standard,,,,,,,,,,
FA,51.425,53.203,speech,False,female,adult,standard,,,,,,,,,,
MU2,53.203,53.651,nonspeech,False,,,,,,,,,True,,,,
FA,53.651,56.205,speech,False,female,adult,standard,,,,,,,,,,
HA,56.205,59.949,speech,False,male,adult,standard,,,,,,,,,,
FA,59.949,61.909,speech,False,female,adult,standard,,,,,,,,,,
