label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,2.039,speech,False,male,adult,standard,,,,,,,,,,
RE,2.039,2.592,nonspeech,False,,,,,,,,,,True,,,
HA,2.592,4.584,speech,False,male,adult,standard,,,,,,,,,,
RE,4.584,5.074,nonspeech,False,,,,,,,,,,True,,,
HA,5.074,19.898,speech,False,male,adult,standard,,,,,,,,,,
RE,19.898,20.298,nonspeech,False,,,,,,,,,,True,,,
HA,20.298,21.758,speech,False,male,adult,standard,,,,,,,,,,
RE,21.758,22.153,nonspeech,False,,,,,,,,,,True,,,
HA,22.153,24.787,speech,False,male,adult,standard,,,,,,,,,,
RE,24.787,25.209,nonspeech,False,,,,,,,,,,True,,,
HA,25.209,29.43,speech,False,male,adult,standard,,,,,,,,,,
RE,29.43,29.82,nonspeech,False,,,,,,,,,,True,,,
HA,29.82,33.129,speech,False,male,adult,standard,,,,,,,,,,
RE,33.129,33.445,nonspeech,False,,,,,,,,,,True,,,
HA,33.445,38.795,speech,False,male,adult,standard,,,,,,,,,,
RE,38.795,39.185,nonspeech,False,,,,,,,,,,True,,,
HA,39.185,40.977,speech,False,male,adult,standard,,,,,,,,,,
BR,40.977,41.467,nonspeech,False,,,,,True,,,,,,,,
HA,41.467,43.52,speech,False,male,adult,standard,,,,,,,,,,
FA,43.52,45.57,speech,False,female,adult,standard,,,,,,,,,,
RE,45.57,46.014,nonspeech,False,,,,,,,,,,True,,,
FA,46.014,48.987,speech,False,female,adult,standard,,,,,,,,,,
RE,48.987,49.309,nonspeech,False,,,,,,,,,,True,,,
FA,49.309,52.28,speech,False,female,adult,standard,,,,,,,,,,
RE,52.28,52.644,nonspeech,False,,,,,,,,,,True,,,
FA,52.644,55.234,speech,False,female,adult,standard,,,,,,,,,,
RE,55.234,55.645,nonspeech,False,,,,,,,,,,True,,,
FA,55.645,61.163,speech,False,female,adult,standard,,,,,,,,,,
RE,61.163,61.574,nonspeech,False,,,,,,,,,,True,,,
BR,61.574,61.632,nonspeech,False,,,,,True,,,,,,,,
