label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,0.632,speech,False,male,adult,standard,,,,,,,,,,
FA+HA,0.632,2.334,speech,True,undefgender,adult,standard,,,,,,,,,,
BR,2.334,4.067,nonspeech,False,,,,,True,,,,,,,,
HA+HA,4.067,7.95,speech,True,male,adult,standard,,,,,,,,,,
BR,7.95,8.523,nonspeech,False,,,,,True,,,,,,,,
HA+HA,8.523,9.974,speech,True,male,adult,standard,,,,,,,,,,
BR,9.974,17.097,nonspeech,False,,,,,True,,,,,,,,
AU,17.097,18.794,nonspeech,False,,,,,,,,,,,,True,
BR,18.794,19.363,nonspeech,False,,,,,True,,,,,,,,
HA+HA,19.363,22.234,speech,True,male,adult,standard,,,,,,,,,,
BR,22.234,24.5,nonspeech,False,,,,,True,,,,,,,,
,24.5,26.338,nonspeech,False,,,,,,,,,,,,,True
AU,26.338,28.208,nonspeech,False,,,,,,,,,,,,True,
BR,28.208,29.594,nonspeech,False,,,,,True,,,,,,,,
HA,29.594,30.411,speech,False,male,adult,standard,,,,,,,,,,
BR,30.411,30.848,nonspeech,False,,,,,True,,,,,,,,
HA+HA,30.848,31.812,speech,True,male,adult,standard,,,,,,,,,,
AU,31.812,33.17,nonspeech,False,,,,,,,,,,,,True,
FA,33.17,34.474,speech,False,female,adult,standard,,,,,,,,,,
BR,34.474,39.416,nonspeech,False,,,,,True,,,,,,,,
HA,39.416,42.226,speech,False,male,adult,standard,,,,,,,,,,
,42.226,43.789,nonspeech,False,,,,,,,,,,,,,True
HA,43.789,47.487,speech,False,male,adult,standard,,,,,,,,,,
BR,47.487,48.674,nonspeech,False,,,,,True,,,,,,,,
HA,48.674,49.437,speech,False,male,adult,standard,,,,,,,,,,
BR,49.437,58.801,nonspeech,False,,,,,True,,,,,,,,
AU,58.801,59.686,nonspeech,False,,,,,,,,,,,,True,
BR,59.686,60.181,nonspeech,False,,,,,True,,,,,,,,
