label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,0.432,speech,False,female,adult,standard,,,,,,,,,,
HA+FA,0.432,1.122,speech,True,undefgender,adult,standard,,,,,,,,,,
MU2,1.122,1.919,nonspeech,False,,,,,,,,,True,,,,
BH,1.919,3.804,nonspeech,False,,,,,,True,,,,,,,
MU2,3.804,5.575,nonspeech,False,,,,,,,,,True,,,,
BR,5.575,8.437,nonspeech,False,,,,,True,,,,,,,,
FA,8.437,9.239,speech,False,female,adult,standard,,,,,,,,,,
RE,9.239,10.062,nonspeech,False,,,,,,,,,,True,,,
FA,10.062,12.587,speech,False,female,adult,standard,,,,,,,,,,
BH,12.587,13.952,nonspeech,False,,,,,,True,,,,,,,
HA,13.952,14.527,speech,False,male,adult,standard,,,,,,,,,,
BH,14.527,18.111,nonspeech,False,,,,,,True,,,,,,,
RE,18.111,20.151,nonspeech,False,,,,,,,,,,True,,,
MU2+BR,20.151,24.999,nonspeech,True,,,,,True,,,,True,,,,
HA,24.999,27.324,speech,False,male,adult,standard,,,,,,,,,,
,27.324,28.34,nonspeech,False,,,,,,,,,,,,,True
FA,28.34,28.996,speech,False,female,adult,standard,,,,,,,,,,
,28.996,30.039,nonspeech,False,,,,,,,,,,,,,True
HA,30.039,31.368,speech,False,male,adult,standard,,,,,,,,,,
MU2,31.368,33.091,nonspeech,False,,,,,,,,,True,,,,
HA,33.091,33.731,speech,False,male,adult,standard,,,,,,,,,,
MU2,33.731,34.159,nonspeech,False,,,,,,,,,True,,,,
MU2+RE,34.159,35.372,nonspeech,True,,,,,,,,,True,True,,,
FA,35.372,38.102,speech,False,female,adult,standard,,,,,,,,,,
MU2+BR,38.102,39.732,nonspeech,True,,,,,True,,,,True,,,,
HA,39.732,40.797,speech,False,male,adult,standard,,,,,,,,,,
BH,40.797,41.682,nonspeech,False,,,,,,True,,,,,,,
BR,41.682,42.958,nonspeech,False,,,,,True,,,,,,,,
BH,42.958,44.381,nonspeech,False,,,,,,True,,,,,,,
HA,44.381,46.073,speech,False,male,adult,standard,,,,,,,,,,
MU2+BR,46.073,48.882,nonspeech,True,,,,,True,,,,True,,,,
FA,48.882,49.942,speech,False,female,adult,standard,,,,,,,,,,
HA,49.942,50.776,speech,False,male,adult,standard,,,,,,,,,,
MU2,50.776,51.744,nonspeech,False,,,,,,,,,True,,,,
HA,51.744,55.074,speech,False,male,adult,standard,,,,,,,,,,
MU2,55.074,55.833,nonspeech,False,,,,,,,,,True,,,,
FA,55.833,57.398,speech,False,female,adult,standard,,,,,,,,,,
MU2,57.398,58.14,nonspeech,False,,,,,,,,,True,,,,
FA,58.14,58.947,speech,False,female,adult,standard,,,,,,,,,,
HA,58.947,60.459,speech,False,male,adult,standard,,,,,,,,,,
