label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,22.219,speech,False,male,adult,standard,,,,,,,,,,
BR,22.219,22.713,nonspeech,False,,,,,True,,,,,,,,
HA,22.713,25.099,speech,False,male,adult,standard,,,,,,,,,,
BR,25.099,25.52,nonspeech,False,,,,,True,,,,,,,,
HA,25.52,31.112,speech,False,male,adult,standard,,,,,,,,,,
HE,31.112,31.95,speech,False,male,child,standard,,,,,,,,,,
HA,31.95,32.935,speech,False,male,adult,standard,,,,,,,,,,
HE,32.935,33.938,speech,False,male,child,standard,,,,,,,,,,
HA,33.938,35.746,speech,False,male,adult,standard,,,,,,,,,,
BR,35.746,36.304,nonspeech,False,,,,,True,,,,,,,,
HE,36.304,38.113,speech,False,male,child,standard,,,,,,,,,,
HA,38.113,56.433,speech,False,male,adult,standard,,,,,,,,,,
FA,56.433,60.011,speech,False,female,adult,standard,,,,,,,,,,
