label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,3.504,speech,False,female,adult,standard,,,,,,,,,,
RE,3.504,3.846,nonspeech,False,,,,,,,,,,True,,,
FA,3.846,9.905,speech,False,female,adult,standard,,,,,,,,,,
,9.905,11.093,nonspeech,False,,,,,,,,,,,,,True
FA,11.093,18.211,speech,False,female,adult,standard,,,,,,,,,,
RE,18.211,18.653,nonspeech,False,,,,,,,,,,True,,,
FA,18.653,24.666,speech,False,female,adult,standard,,,,,,,,,,
RE,24.666,25.104,nonspeech,False,,,,,,,,,,True,,,
FA,25.104,28.85,speech,False,female,adult,standard,,,,,,,,,,
RE,28.85,29.94,nonspeech,False,,,,,,,,,,True,,,
FA,29.94,37.252,speech,False,female,adult,standard,,,,,,,,,,
RE,37.252,37.665,nonspeech,False,,,,,,,,,,True,,,
FA,37.665,43.082,speech,False,female,adult,standard,,,,,,,,,,
RE,43.082,43.435,nonspeech,False,,,,,,,,,,True,,,
FA,43.435,45.634,speech,False,female,adult,standard,,,,,,,,,,
RE,45.634,45.977,nonspeech,False,,,,,,,,,,True,,,
FA,45.977,51.026,speech,False,female,adult,standard,,,,,,,,,,
RE,51.026,51.363,nonspeech,False,,,,,,,,,,True,,,
FA,51.363,53.159,speech,False,female,adult,standard,,,,,,,,,,
,53.159,53.812,nonspeech,False,,,,,,,,,,,,,True
HA,53.812,57.445,speech,False,male,adult,standard,,,,,,,,,,
FA,57.445,60.998,speech,False,female,adult,standard,,,,,,,,,,
,60.998,61.421,nonspeech,False,,,,,,,,,,,,,True
FA,61.421,61.931,speech,False,female,adult,standard,,,,,,,,,,
