label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,0.948,speech,False,male,adult,standard,,,,,,,,,,
,0.948,1.639,nonspeech,False,,,,,,,,,,,,,True
HA,1.639,7.109,speech,False,male,adult,standard,,,,,,,,,,
RE,7.109,7.621,nonspeech,False,,,,,,,,,,True,,,
HA,7.621,11.458,speech,False,male,adult,standard,,,,,,,,,,
RE,11.458,11.896,nonspeech,False,,,,,,,,,,True,,,
HA,11.896,14.576,speech,False,male,adult,standard,,,,,,,,,,
RE,14.576,14.992,nonspeech,False,,,,,,,,,,True,,,
HA,14.992,16.842,speech,False,male,adult,standard,,,,,,,,,,
RE,16.842,17.301,nonspeech,False,,,,,,,,,,True,,,
HA,17.301,21.749,speech,False,male,adult,standard,,,,,,,,,,
,21.749,22.14,nonspeech,False,,,,,,,,,,,,,True
HA,22.14,26.946,speech,False,male,adult,standard,,,,,,,,,,
RE,26.946,27.499,nonspeech,False,,,,,,,,,,True,,,
HA,27.499,33.251,speech,False,male,adult,standard,,,,,,,,,,
,33.251,33.837,nonspeech,False,,,,,,,,,,,,,True
HA,33.837,35.514,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,35.514,37.385,speech,True,male,adult,standard,,,,,,,,,,
HA,37.385,42.934,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,42.934,44.738,speech,True,male,adult,standard,,,,,,,,,,
HA,44.738,48.843,speech,False,male,adult,standard,,,,,,,,,,
,48.843,49.218,nonspeech,False,,,,,,,,,,,,,True
HA,49.218,56.629,speech,False,male,adult,standard,,,,,,,,,,
BR,56.629,57.372,nonspeech,False,,,,,True,,,,,,,,
HA,57.372,61.419,speech,False,male,adult,standard,,,,,,,,,,
