label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
BR,0.0,1.001,nonspeech,False,,,,,True,,,,,,,,
HA,1.001,5.97,speech,False,male,adult,standard,,,,,,,,,,
RI,5.97,6.721,nonspeech,False,,,,,,,,,,,True,,
FE,6.721,9.831,speech,False,female,child,standard,,,,,,,,,,
IE,9.831,11.027,speech,False,undefgender,child,standard,,,,,,,,,,
,11.027,11.871,nonspeech,False,,,,,,,,,,,,,True
BR+MU2,11.871,12.852,nonspeech,True,,,,,True,,,,True,,,,
MU2,12.852,13.902,nonspeech,False,,,,,,,,,True,,,,
HA-,13.902,15.115,speech,False,male,adult,onomatopoeia,,,,,,,,,,
MU2,15.115,17.008,nonspeech,False,,,,,,,,,True,,,,
HA,17.008,18.421,speech,False,male,adult,standard,,,,,,,,,,
BR+MU2,18.421,20.034,nonspeech,True,,,,,True,,,,True,,,,
HA-,20.034,20.636,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HE,20.636,22.093,speech,False,male,child,standard,,,,,,,,,,
HA-,22.093,23.035,speech,False,male,adult,onomatopoeia,,,,,,,,,,
BR,23.035,24.243,nonspeech,False,,,,,True,,,,,,,,
BH+BR+MU2,24.243,30.835,nonspeech,True,,,,,True,True,,,True,,,,
HE,30.835,31.837,speech,False,male,child,standard,,,,,,,,,,
BR+MU2,31.837,32.802,nonspeech,True,,,,,True,,,,True,,,,
HE,32.802,33.203,speech,False,male,child,standard,,,,,,,,,,
HA-,33.203,34.534,speech,False,male,adult,onomatopoeia,,,,,,,,,,
BR,34.534,35.29,nonspeech,False,,,,,True,,,,,,,,
RI,35.29,36.06,nonspeech,False,,,,,,,,,,,True,,
BR+MU2,36.06,39.349,nonspeech,True,,,,,True,,,,True,,,,
HE,39.349,40.514,speech,False,male,child,standard,,,,,,,,,,
HA-,40.514,43.487,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HE,43.487,45.238,speech,False,male,child,standard,,,,,,,,,,
FE,45.238,46.688,speech,False,female,child,standard,,,,,,,,,,
MU2,46.688,47.342,nonspeech,False,,,,,,,,,True,,,,
HE+FE,47.342,54.148,speech,True,undefgender,child,standard,,,,,,,,,,
MU2,54.148,55.793,nonspeech,False,,,,,,,,,True,,,,
FE,55.793,57.698,speech,False,female,child,standard,,,,,,,,,,
MU2,57.698,60.629,nonspeech,False,,,,,,,,,True,,,,
