label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,1.242,speech,False,female,adult,standard,,,,,,,,,,
FA-,1.242,1.881,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,1.881,6.36,speech,False,female,adult,standard,,,,,,,,,,
RE,6.36,6.891,nonspeech,False,,,,,,,,,,True,,,
FA,6.891,11.855,speech,False,female,adult,standard,,,,,,,,,,
RE,11.855,12.451,nonspeech,False,,,,,,,,,,True,,,
FA,12.451,15.711,speech,False,female,adult,standard,,,,,,,,,,
RE,15.711,16.138,nonspeech,False,,,,,,,,,,True,,,
FA,16.138,18.746,speech,False,female,adult,standard,,,,,,,,,,
,18.746,19.172,nonspeech,False,,,,,,,,,,,,,True
FA,19.172,21.697,speech,False,female,adult,standard,,,,,,,,,,
RE,21.697,22.129,nonspeech,False,,,,,,,,,,True,,,
FA,22.129,25.4,speech,False,female,adult,standard,,,,,,,,,,
,25.4,25.921,nonspeech,False,,,,,,,,,,,,,True
FA,25.921,26.681,speech,False,female,adult,standard,,,,,,,,,,
,26.681,27.209,nonspeech,False,,,,,,,,,,,,,True
HA,27.209,32.017,speech,False,male,adult,standard,,,,,,,,,,
RE,32.017,32.346,nonspeech,False,,,,,,,,,,True,,,
HA,32.346,35.444,speech,False,male,adult,standard,,,,,,,,,,
RE,35.444,35.808,nonspeech,False,,,,,,,,,,True,,,
HA,35.808,38.448,speech,False,male,adult,standard,,,,,,,,,,
RE,38.448,38.761,nonspeech,False,,,,,,,,,,True,,,
HA,38.761,43.658,speech,False,male,adult,standard,,,,,,,,,,
BR,43.658,44.637,nonspeech,False,,,,,True,,,,,,,,
HA,44.637,52.289,speech,False,male,adult,standard,,,,,,,,,,
RE,52.289,52.862,nonspeech,False,,,,,,,,,,True,,,
HA,52.862,54.075,speech,False,male,adult,standard,,,,,,,,,,
RE,54.075,54.438,nonspeech,False,,,,,,,,,,True,,,
HA,54.438,56.599,speech,False,male,adult,standard,,,,,,,,,,
,56.599,57.358,nonspeech,False,,,,,,,,,,,,,True
JI,57.358,58.122,nonspeech,False,,,,,,,True,,,,,,
FA,58.122,59.386,speech,False,female,adult,standard,,,,,,,,,,
HA,59.386,60.477,speech,False,male,adult,standard,,,,,,,,,,
FA,60.477,61.141,speech,False,female,adult,standard,,,,,,,,,,
