label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU1,0.0,1.233,nonspeech,False,,,,,,,,True,,,,,
FA,1.233,5.836,speech,False,female,adult,standard,,,,,,,,,,
MU2,5.836,6.309,nonspeech,False,,,,,,,,,True,,,,
FA,6.309,9.344,speech,False,female,adult,standard,,,,,,,,,,
MU2,9.344,10.045,nonspeech,False,,,,,,,,,True,,,,
FA,10.045,13.602,speech,False,female,adult,standard,,,,,,,,,,
MU2,13.602,15.433,nonspeech,False,,,,,,,,,True,,,,
HA,15.433,15.934,speech,False,male,adult,standard,,,,,,,,,,
MU2,15.934,17.346,nonspeech,False,,,,,,,,,True,,,,
FA,17.346,17.799,speech,False,female,adult,standard,,,,,,,,,,
MU2,17.799,18.228,nonspeech,False,,,,,,,,,True,,,,
HA,18.228,19.001,speech,False,male,adult,standard,,,,,,,,,,
FA,19.001,20.461,speech,False,female,adult,standard,,,,,,,,,,
,20.461,20.899,nonspeech,False,,,,,,,,,,,,,True
HA,20.899,22.174,speech,False,male,adult,standard,,,,,,,,,,
FA,22.174,23.09,speech,False,female,adult,standard,,,,,,,,,,
MU1,23.09,27.221,nonspeech,False,,,,,,,,True,,,,,
FA,27.221,28.253,speech,False,female,adult,standard,,,,,,,,,,
MU2,28.253,28.93,nonspeech,False,,,,,,,,,True,,,,
FA,28.93,31.438,speech,False,female,adult,standard,,,,,,,,,,
MU2,31.438,31.928,nonspeech,False,,,,,,,,,True,,,,
FA,31.928,35.664,speech,False,female,adult,standard,,,,,,,,,,
MU2,35.664,36.163,nonspeech,False,,,,,,,,,True,,,,
FA,36.163,41.662,speech,False,female,adult,standard,,,,,,,,,,
MU2,41.662,42.677,nonspeech,False,,,,,,,,,True,,,,
FA,42.677,46.763,speech,False,female,adult,standard,,,,,,,,,,
RI,46.763,47.99,nonspeech,False,,,,,,,,,,,True,,
FA,47.99,49.613,speech,False,female,adult,standard,,,,,,,,,,
HA,49.613,50.102,speech,False,male,adult,standard,,,,,,,,,,
FA,50.102,53.296,speech,False,female,adult,standard,,,,,,,,,,
RI,53.296,54.402,nonspeech,False,,,,,,,,,,,True,,
HA,54.402,55.013,speech,False,male,adult,standard,,,,,,,,,,
RE,55.013,56.167,nonspeech,False,,,,,,,,,,True,,,
FA,56.167,60.245,speech,False,female,adult,standard,,,,,,,,,,
