label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FS,0.0,1.07,speech,False,female,senior,standard,,,,,,,,,,
BR,1.07,1.839,nonspeech,False,,,,,True,,,,,,,,
FS,1.839,3.883,speech,False,female,senior,standard,,,,,,,,,,
BR,3.883,5.648,nonspeech,False,,,,,True,,,,,,,,
FS,5.648,7.192,speech,False,female,senior,standard,,,,,,,,,,
BR,7.192,8.198,nonspeech,False,,,,,True,,,,,,,,
FS,8.198,9.18,speech,False,female,senior,standard,,,,,,,,,,
BR,9.18,9.673,nonspeech,False,,,,,True,,,,,,,,
FE,9.673,10.614,speech,False,female,child,standard,,,,,,,,,,
BR,10.614,11.739,nonspeech,False,,,,,True,,,,,,,,
FE,11.739,12.565,speech,False,female,child,standard,,,,,,,,,,
BR,12.565,13.298,nonspeech,False,,,,,True,,,,,,,,
FE,13.298,15.311,speech,False,female,child,standard,,,,,,,,,,
BR,15.311,16.602,nonspeech,False,,,,,True,,,,,,,,
FA,16.602,17.851,speech,False,female,adult,standard,,,,,,,,,,
RE,17.851,18.273,nonspeech,False,,,,,,,,,,True,,,
FA,18.273,21.15,speech,False,female,adult,standard,,,,,,,,,,
BR,21.15,24.008,nonspeech,False,,,,,True,,,,,,,,
FS,24.008,24.828,speech,False,female,senior,standard,,,,,,,,,,
BR,24.828,26.452,nonspeech,False,,,,,True,,,,,,,,
FS,26.452,27.975,speech,False,female,senior,standard,,,,,,,,,,
BR,27.975,28.755,nonspeech,False,,,,,True,,,,,,,,
FS,28.755,30.23,speech,False,female,senior,standard,,,,,,,,,,
BR,30.23,31.774,nonspeech,False,,,,,True,,,,,,,,
FS,31.774,33.982,speech,False,female,senior,standard,,,,,,,,,,
BR,33.982,34.451,nonspeech,False,,,,,True,,,,,,,,
FS,34.451,35.986,speech,False,female,senior,standard,,,,,,,,,,
BR,35.986,37.048,nonspeech,False,,,,,True,,,,,,,,
FS,37.048,38.576,speech,False,female,senior,standard,,,,,,,,,,
RE,38.576,39.292,nonspeech,False,,,,,,,,,,True,,,
FS,39.292,42.758,speech,False,female,senior,standard,,,,,,,,,,
BR,42.758,44.091,nonspeech,False,,,,,True,,,,,,,,
FS,44.091,44.547,speech,False,female,senior,standard,,,,,,,,,,
BR,44.547,44.908,nonspeech,False,,,,,True,,,,,,,,
FS,44.908,47.258,speech,False,female,senior,standard,,,,,,,,,,
BR,47.258,48.094,nonspeech,False,,,,,True,,,,,,,,
FS,48.094,49.501,speech,False,female,senior,standard,,,,,,,,,,
BR,49.501,50.928,nonspeech,False,,,,,True,,,,,,,,
FS,50.928,54.042,speech,False,female,senior,standard,,,,,,,,,,
BR,54.042,55.172,nonspeech,False,,,,,True,,,,,,,,
FS,55.172,57.709,speech,False,female,senior,standard,,,,,,,,,,
RE,57.709,58.879,nonspeech,False,,,,,,,,,,True,,,
FS,58.879,60.011,speech,False,female,senior,standard,,,,,,,,,,
