label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA+FA,0.0,0.774,speech,True,female,adult,standard,,,,,,,,,,
MU2,0.774,1.442,nonspeech,False,,,,,,,,,True,,,,
FA,1.442,2.65,speech,False,female,adult,standard,,,,,,,,,,
RE,2.65,3.24,nonspeech,False,,,,,,,,,,True,,,
FA+FA,3.24,7.677,speech,True,female,adult,standard,,,,,,,,,,
MU1,7.677,13.496,nonspeech,False,,,,,,,,True,,,,,
,13.496,14.289,nonspeech,False,,,,,,,,,,,,,True
HA,14.289,15.585,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,15.585,19.726,speech,True,male,adult,standard,,,,,,,,,,
,19.726,20.243,nonspeech,False,,,,,,,,,,,,,True
HA+HA,20.243,23.897,speech,True,male,adult,standard,,,,,,,,,,
MU2,23.897,24.903,nonspeech,False,,,,,,,,,True,,,,
FA,24.903,28.79,speech,False,female,adult,standard,,,,,,,,,,
MU2,28.79,30.011,nonspeech,False,,,,,,,,,True,,,,
FA,30.011,33.842,speech,False,female,adult,standard,,,,,,,,,,
MU2,33.842,34.83,nonspeech,False,,,,,,,,,True,,,,
FA,34.83,37.202,speech,False,female,adult,standard,,,,,,,,,,
MU2,37.202,40.273,nonspeech,False,,,,,,,,,True,,,,
HA,40.273,41.703,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,41.703,44.386,speech,True,male,adult,standard,,,,,,,,,,
MU2,44.386,45.31,nonspeech,False,,,,,,,,,True,,,,
HA+HA,45.31,52.021,speech,True,male,adult,standard,,,,,,,,,,
MU2,52.021,54.308,nonspeech,False,,,,,,,,,True,,,,
HA,54.308,56.567,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,56.567,60.729,speech,True,male,adult,standard,,,,,,,,,,
HA,60.729,61.909,speech,False,male,adult,standard,,,,,,,,,,
