label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,1.523,speech,False,male,adult,standard,,,,,,,,,,
RE,1.523,1.855,nonspeech,False,,,,,,,,,,True,,,
HA,1.855,5.488,speech,False,male,adult,standard,,,,,,,,,,
RE,5.488,5.815,nonspeech,False,,,,,,,,,,True,,,
HA,5.815,11.591,speech,False,male,adult,standard,,,,,,,,,,
RE,11.591,11.954,nonspeech,False,,,,,,,,,,True,,,
HA,11.954,13.832,speech,False,male,adult,standard,,,,,,,,,,
RE,13.832,14.666,nonspeech,False,,,,,,,,,,True,,,
HA-,14.666,15.384,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,15.384,18.377,speech,False,male,adult,standard,,,,,,,,,,
RE,18.377,18.872,nonspeech,False,,,,,,,,,,True,,,
HA,18.872,19.177,speech,False,male,adult,standard,,,,,,,,,,
RE,19.177,19.552,nonspeech,False,,,,,,,,,,True,,,
HA-,19.552,20.184,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,20.184,28.203,speech,False,male,adult,standard,,,,,,,,,,
,28.203,28.571,nonspeech,False,,,,,,,,,,,,,True
HA+HA,28.571,32.098,speech,True,male,adult,standard,,,,,,,,,,
RE,32.098,32.859,nonspeech,False,,,,,,,,,,True,,,
HA,32.859,39.818,speech,False,male,adult,standard,,,,,,,,,,
RE,39.818,40.15,nonspeech,False,,,,,,,,,,True,,,
HA,40.15,43.062,speech,False,male,adult,standard,,,,,,,,,,
,43.062,43.588,nonspeech,False,,,,,,,,,,,,,True
HA,43.588,50.606,speech,False,male,adult,standard,,,,,,,,,,
RE,50.606,51.138,nonspeech,False,,,,,,,,,,True,,,
HA,51.138,54.891,speech,False,male,adult,standard,,,,,,,,,,
RE,54.891,55.258,nonspeech,False,,,,,,,,,,True,,,
HA,55.258,58.318,speech,False,male,adult,standard,,,,,,,,,,
RE,58.318,58.879,nonspeech,False,,,,,,,,,,True,,,
HA-,58.879,59.395,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,59.395,61.376,speech,False,male,adult,standard,,,,,,,,,,
