label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,3.288,speech,False,male,adult,standard,,,,,,,,,,
RE,3.288,3.636,nonspeech,False,,,,,,,,,,True,,,
HA,3.636,4.423,speech,False,male,adult,standard,,,,,,,,,,
RE,4.423,4.773,nonspeech,False,,,,,,,,,,True,,,
HA,4.773,6.085,speech,False,male,adult,standard,,,,,,,,,,
RE,6.085,6.623,nonspeech,False,,,,,,,,,,True,,,
HA,6.623,8.251,speech,False,male,adult,standard,,,,,,,,,,
RE,8.251,8.788,nonspeech,False,,,,,,,,,,True,,,
HA,8.788,10.818,speech,False,male,adult,standard,,,,,,,,,,
RE,10.818,11.829,nonspeech,False,,,,,,,,,,True,,,
HA,11.829,17.16,speech,False,male,adult,standard,,,,,,,,,,
RE,17.16,17.592,nonspeech,False,,,,,,,,,,True,,,
HA,17.592,19.283,speech,False,male,adult,standard,,,,,,,,,,
RE,19.283,19.647,nonspeech,False,,,,,,,,,,True,,,
HA,19.647,22.096,speech,False,male,adult,standard,,,,,,,,,,
RE,22.096,22.84,nonspeech,False,,,,,,,,,,True,,,
HA,22.84,24.073,speech,False,male,adult,standard,,,,,,,,,,
RE,24.073,24.531,nonspeech,False,,,,,,,,,,True,,,
HA,24.531,26.855,speech,False,male,adult,standard,,,,,,,,,,
RE,26.855,27.276,nonspeech,False,,,,,,,,,,True,,,
HA,27.276,29.515,speech,False,male,adult,standard,,,,,,,,,,
BR,29.515,29.862,nonspeech,False,,,,,True,,,,,,,,
HA,29.862,32.233,speech,False,male,adult,standard,,,,,,,,,,
RE,32.233,32.818,nonspeech,False,,,,,,,,,,True,,,
HA,32.818,36.781,speech,False,male,adult,standard,,,,,,,,,,
RE,36.781,37.24,nonspeech,False,,,,,,,,,,True,,,
HA,37.24,38.17,speech,False,male,adult,standard,,,,,,,,,,
RE,38.17,38.789,nonspeech,False,,,,,,,,,,True,,,
HA,38.789,40.758,speech,False,male,adult,standard,,,,,,,,,,
,40.758,41.207,nonspeech,False,,,,,,,,,,,,,True
HA,41.207,45.19,speech,False,male,adult,standard,,,,,,,,,,
RE,45.19,45.664,nonspeech,False,,,,,,,,,,True,,,
HA,45.664,48.628,speech,False,male,adult,standard,,,,,,,,,,
RE,48.628,49.3,nonspeech,False,,,,,,,,,,True,,,
HA,49.3,51.26,speech,False,male,adult,standard,,,,,,,,,,
RE,51.26,51.955,nonspeech,False,,,,,,,,,,True,,,
HA,51.955,53.682,speech,False,male,adult,standard,,,,,,,,,,
RE,53.682,54.11,nonspeech,False,,,,,,,,,,True,,,
HA,54.11,60.032,speech,False,male,adult,standard,,,,,,,,,,
