label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU2,0.0,0.991,nonspeech,False,,,,,,,,,True,,,,
FA*,0.991,1.728,speech,False,female,adult,atypical,,,,,,,,,,
MU2,1.728,3.872,nonspeech,False,,,,,,,,,True,,,,
HA,3.872,5.758,speech,False,male,adult,standard,,,,,,,,,,
MU2,5.758,6.335,nonspeech,False,,,,,,,,,True,,,,
HA,6.335,8.069,speech,False,male,adult,standard,,,,,,,,,,
MU2,8.069,8.665,nonspeech,False,,,,,,,,,True,,,,
HA,8.665,9.884,speech,False,male,adult,standard,,,,,,,,,,
MU2,9.884,10.391,nonspeech,False,,,,,,,,,True,,,,
HA,10.391,13.127,speech,False,male,adult,standard,,,,,,,,,,
MU2,13.127,16.542,nonspeech,False,,,,,,,,,True,,,,
HA,16.542,18.545,speech,False,male,adult,standard,,,,,,,,,,
MU2,18.545,19.078,nonspeech,False,,,,,,,,,True,,,,
HA,19.078,20.038,speech,False,male,adult,standard,,,,,,,,,,
MU2,20.038,22.188,nonspeech,False,,,,,,,,,True,,,,
HA,22.188,29.102,speech,False,male,adult,standard,,,,,,,,,,
MU2,29.102,34.604,nonspeech,False,,,,,,,,,True,,,,
FA,34.604,36.154,speech,False,female,adult,standard,,,,,,,,,,
MU2,36.154,36.887,nonspeech,False,,,,,,,,,True,,,,
FA,36.887,37.494,speech,False,female,adult,standard,,,,,,,,,,
MU2,37.494,38.148,nonspeech,False,,,,,,,,,True,,,,
FA,38.148,39.688,speech,False,female,adult,standard,,,,,,,,,,
MU2,39.688,40.364,nonspeech,False,,,,,,,,,True,,,,
FA,40.364,42.104,speech,False,female,adult,standard,,,,,,,,,,
MU2,42.104,43.58,nonspeech,False,,,,,,,,,True,,,,
FA,43.58,44.287,speech,False,female,adult,standard,,,,,,,,,,
MU2,44.287,45.236,nonspeech,False,,,,,,,,,True,,,,
FA,45.236,47.418,speech,False,female,adult,standard,,,,,,,,,,
MU2,47.418,48.32,nonspeech,False,,,,,,,,,True,,,,
FA,48.32,51.535,speech,False,female,adult,standard,,,,,,,,,,
MU2,51.535,53.712,nonspeech,False,,,,,,,,,True,,,,
HA,53.712,54.903,speech,False,male,adult,standard,,,,,,,,,,
MU2,54.903,55.603,nonspeech,False,,,,,,,,,True,,,,
HA,55.603,58.146,speech,False,male,adult,standard,,,,,,,,,,
MU2,58.146,60.024,nonspeech,False,,,,,,,,,True,,,,
HA,60.024,61.525,speech,False,male,adult,standard,,,,,,,,,,
