label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,1.502,speech,False,male,adult,standard,,,,,,,,,,
MU2,1.502,1.897,nonspeech,False,,,,,,,,,True,,,,
HA,1.897,5.079,speech,False,male,adult,standard,,,,,,,,,,
RE,5.079,5.502,nonspeech,False,,,,,,,,,,True,,,
HA,5.502,16.195,speech,False,male,adult,standard,,,,,,,,,,
RE,16.195,16.58,nonspeech,False,,,,,,,,,,True,,,
HA,16.58,34.395,speech,False,male,adult,standard,,,,,,,,,,
MU1,34.395,37.677,nonspeech,False,,,,,,,,True,,,,,
HA,37.677,42.983,speech,False,male,adult,standard,,,,,,,,,,
MU2,42.983,43.392,nonspeech,False,,,,,,,,,True,,,,
HA,43.392,44.672,speech,False,male,adult,standard,,,,,,,,,,
MU1,44.672,48.155,nonspeech,False,,,,,,,,True,,,,,
HA,48.155,52.223,speech,False,male,adult,standard,,,,,,,,,,
RE,52.223,52.619,nonspeech,False,,,,,,,,,,True,,,
HA,52.619,55.885,speech,False,male,adult,standard,,,,,,,,,,
MU2,55.885,56.275,nonspeech,False,,,,,,,,,True,,,,
HA,56.275,60.011,speech,False,male,adult,standard,,,,,,,,,,
