label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,3.862,speech,False,male,adult,standard,,,,,,,,,,
RE,3.862,4.206,nonspeech,False,,,,,,,,,,True,,,
HA,4.206,10.751,speech,False,male,adult,standard,,,,,,,,,,
RE,10.751,11.147,nonspeech,False,,,,,,,,,,True,,,
HA,11.147,20.32,speech,False,male,adult,standard,,,,,,,,,,
MU2,20.32,21.306,nonspeech,False,,,,,,,,,True,,,,
HA,21.306,32.185,speech,False,male,adult,standard,,,,,,,,,,
RE,32.185,32.629,nonspeech,False,,,,,,,,,,True,,,
HA,32.629,37.082,speech,False,male,adult,standard,,,,,,,,,,
MU2,37.082,37.569,nonspeech,False,,,,,,,,,True,,,,
HA,37.569,39.035,speech,False,male,adult,standard,,,,,,,,,,
RE,39.035,39.526,nonspeech,False,,,,,,,,,,True,,,
HA,39.526,44.675,speech,False,male,adult,standard,,,,,,,,,,
RE,44.675,45.04,nonspeech,False,,,,,,,,,,True,,,
HA,45.04,49.836,speech,False,male,adult,standard,,,,,,,,,,
RE,49.836,50.18,nonspeech,False,,,,,,,,,,True,,,
HA,50.18,54.02,speech,False,male,adult,standard,,,,,,,,,,
FA,54.02,60.011,speech,False,female,adult,standard,,,,,,,,,,
