label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,9.621,speech,False,male,adult,standard,,,,,,,,,,
MU2,9.621,10.349,nonspeech,False,,,,,,,,,True,,,,
HA,10.349,16.957,speech,False,male,adult,standard,,,,,,,,,,
MU2,16.957,17.405,nonspeech,False,,,,,,,,,True,,,,
HA,17.405,31.788,speech,False,male,adult,standard,,,,,,,,,,
MU2,31.788,32.393,nonspeech,False,,,,,,,,,True,,,,
HA,32.393,39.854,speech,False,male,adult,standard,,,,,,,,,,
MU2,39.854,40.281,nonspeech,False,,,,,,,,,True,,,,
HA,40.281,50.581,speech,False,male,adult,standard,,,,,,,,,,
MU2,50.581,51.947,nonspeech,False,,,,,,,,,True,,,,
HA,51.947,55.971,speech,False,male,adult,standard,,,,,,,,,,
RE,55.971,56.339,nonspeech,False,,,,,,,,,,True,,,
HA,56.339,60.971,speech,False,male,adult,standard,,,,,,,,,,
