label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,2.94,speech,False,male,adult,standard,,,,,,,,,,
RE,2.94,3.335,nonspeech,False,,,,,,,,,,True,,,
HA,3.335,7.582,speech,False,male,adult,standard,,,,,,,,,,
RE,7.582,8.02,nonspeech,False,,,,,,,,,,True,,,
HA,8.02,9.781,speech,False,male,adult,standard,,,,,,,,,,
RE,9.781,10.154,nonspeech,False,,,,,,,,,,True,,,
HA,10.154,30.802,speech,False,male,adult,standard,,,,,,,,,,
RE,30.802,31.297,nonspeech,False,,,,,,,,,,True,,,
HA,31.297,35.617,speech,False,male,adult,standard,,,,,,,,,,
RE,35.617,36.155,nonspeech,False,,,,,,,,,,True,,,
HA-,36.155,36.824,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,36.824,43.674,speech,False,male,adult,standard,,,,,,,,,,
RE,43.674,44.207,nonspeech,False,,,,,,,,,,True,,,
HA,44.207,47.316,speech,False,male,adult,standard,,,,,,,,,,
RE,47.316,47.627,nonspeech,False,,,,,,,,,,True,,,
HA,47.627,48.907,speech,False,male,adult,standard,,,,,,,,,,
RE,48.907,49.266,nonspeech,False,,,,,,,,,,True,,,
HA,49.266,57.377,speech,False,male,adult,standard,,,,,,,,,,
RE,57.377,57.698,nonspeech,False,,,,,,,,,,True,,,
HA,57.698,60.032,speech,False,male,adult,standard,,,,,,,,,,
