label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU2,0.0,11.378,nonspeech,False,,,,,,,,,True,,,,
HA,11.378,11.674,speech,False,male,adult,standard,,,,,,,,,,
MU2,11.674,12.536,nonspeech,False,,,,,,,,,True,,,,
HA,12.536,23.978,speech,False,male,adult,standard,,,,,,,,,,
MU2,23.978,24.465,nonspeech,False,,,,,,,,,True,,,,
HA,24.465,29.914,speech,False,male,adult,standard,,,,,,,,,,
MU2+BR,29.914,48.216,nonspeech,True,,,,,True,,,,True,,,,
HA,48.216,53.005,speech,False,male,adult,standard,,,,,,,,,,
MU2,53.005,53.495,nonspeech,False,,,,,,,,,True,,,,
IA-,53.495,53.722,speech,False,undefgender,adult,onomatopoeia,,,,,,,,,,
MU2,53.722,54.223,nonspeech,False,,,,,,,,,True,,,,
HA-,54.223,54.386,speech,False,male,adult,onomatopoeia,,,,,,,,,,
MU2,54.386,54.776,nonspeech,False,,,,,,,,,True,,,,
HA,54.776,55.724,speech,False,male,adult,standard,,,,,,,,,,
MU2,55.724,57.758,nonspeech,False,,,,,,,,,True,,,,
IA,57.758,60.629,speech,False,undefgender,adult,standard,,,,,,,,,,
