label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,9.335,speech,False,male,adult,standard,,,,,,,,,,
MU2,9.335,11.217,nonspeech,False,,,,,,,,,True,,,,
HA,11.217,14.603,speech,False,male,adult,standard,,,,,,,,,,
FA,14.603,17.608,speech,False,female,adult,standard,,,,,,,,,,
HA,17.608,20.429,speech,False,male,adult,standard,,,,,,,,,,
FA,20.429,21.752,speech,False,female,adult,standard,,,,,,,,,,
MU2,21.752,22.194,nonspeech,False,,,,,,,,,True,,,,
FA,22.194,43.795,speech,False,female,adult,standard,,,,,,,,,,
BR,43.795,44.663,nonspeech,False,,,,,True,,,,,,,,
FA,44.663,49.778,speech,False,female,adult,standard,,,,,,,,,,
BR,49.778,52.306,nonspeech,False,,,,,True,,,,,,,,
FA-,52.306,52.818,speech,False,female,adult,onomatopoeia,,,,,,,,,,
BR,52.818,53.451,nonspeech,False,,,,,True,,,,,,,,
RI,53.451,54.02,nonspeech,False,,,,,,,,,,,True,,
HA,54.02,59.568,speech,False,male,adult,standard,,,,,,,,,,
,59.568,60.011,nonspeech,False,,,,,,,,,,,,,True
