label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA+HA,0.0,11.602,speech,True,male,adult,standard,,,,,,,,,,
HA,11.602,15.923,speech,False,male,adult,standard,,,,,,,,,,
BR,15.923,18.133,nonspeech,False,,,,,True,,,,,,,,
HA,18.133,18.667,speech,False,male,adult,standard,,,,,,,,,,
BR,18.667,19.094,nonspeech,False,,,,,True,,,,,,,,
HA,19.094,25.297,speech,False,male,adult,standard,,,,,,,,,,
RE,25.297,25.697,nonspeech,False,,,,,,,,,,True,,,
HA,25.697,31.324,speech,False,male,adult,standard,,,,,,,,,,
,31.324,31.875,nonspeech,False,,,,,,,,,,,,,True
HA,31.875,35.239,speech,False,male,adult,standard,,,,,,,,,,
RE,35.239,35.971,nonspeech,False,,,,,,,,,,True,,,
HA+HA,35.971,37.61,speech,True,male,adult,standard,,,,,,,,,,
BR,37.61,37.921,nonspeech,False,,,,,True,,,,,,,,
HA,37.921,39.078,speech,False,male,adult,standard,,,,,,,,,,
RE,39.078,39.615,nonspeech,False,,,,,,,,,,True,,,
HA,39.615,40.455,speech,False,male,adult,standard,,,,,,,,,,
RE,40.455,41.059,nonspeech,False,,,,,,,,,,True,,,
HA,41.059,45.013,speech,False,male,adult,standard,,,,,,,,,,
RE,45.013,45.629,nonspeech,False,,,,,,,,,,True,,,
HA,45.629,50.577,speech,False,male,adult,standard,,,,,,,,,,
BR,50.577,51.457,nonspeech,False,,,,,True,,,,,,,,
HA,51.457,51.699,speech,False,male,adult,standard,,,,,,,,,,
BR,51.699,52.605,nonspeech,False,,,,,True,,,,,,,,
HA,52.605,58.693,speech,False,male,adult,standard,,,,,,,,,,
RE,58.693,59.141,nonspeech,False,,,,,,,,,,True,,,
HA,59.141,61.696,speech,False,male,adult,standard,,,,,,,,,,
