label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,1.707,speech,False,male,adult,standard,,,,,,,,,,
RE,1.707,2.103,nonspeech,False,,,,,,,,,,True,,,
HA,2.103,5.824,speech,False,male,adult,standard,,,,,,,,,,
RE,5.824,6.405,nonspeech,False,,,,,,,,,,True,,,
HA,6.405,8.708,speech,False,male,adult,standard,,,,,,,,,,
RE,8.708,9.505,nonspeech,False,,,,,,,,,,True,,,
HS,9.505,12.541,speech,False,male,senior,standard,,,,,,,,,,
RE,12.541,12.927,nonspeech,False,,,,,,,,,,True,,,
HS,12.927,15.072,speech,False,male,senior,standard,,,,,,,,,,
RE,15.072,15.578,nonspeech,False,,,,,,,,,,True,,,
HS,15.578,17.565,speech,False,male,senior,standard,,,,,,,,,,
RE,17.565,18.003,nonspeech,False,,,,,,,,,,True,,,
HS,18.003,21.855,speech,False,male,senior,standard,,,,,,,,,,
RE,21.855,22.219,nonspeech,False,,,,,,,,,,True,,,
HS,22.219,24.865,speech,False,male,senior,standard,,,,,,,,,,
RE,24.865,25.293,nonspeech,False,,,,,,,,,,True,,,
HS,25.293,32.438,speech,False,male,senior,standard,,,,,,,,,,
RE,32.438,32.955,nonspeech,False,,,,,,,,,,True,,,
HS,32.955,35.675,speech,False,male,senior,standard,,,,,,,,,,
,35.675,36.345,nonspeech,False,,,,,,,,,,,,,True
HS-,36.345,36.715,speech,False,male,senior,onomatopoeia,,,,,,,,,,
,36.715,37.057,nonspeech,False,,,,,,,,,,,,,True
HS,37.057,39.355,speech,False,male,senior,standard,,,,,,,,,,
RE,39.355,40.114,nonspeech,False,,,,,,,,,,True,,,
HS,40.114,45.221,speech,False,male,senior,standard,,,,,,,,,,
RE,45.221,45.675,nonspeech,False,,,,,,,,,,True,,,
HS,45.675,51.445,speech,False,male,senior,standard,,,,,,,,,,
RE,51.445,51.793,nonspeech,False,,,,,,,,,,True,,,
HS,51.793,53.273,speech,False,male,senior,standard,,,,,,,,,,
RE,53.273,53.61,nonspeech,False,,,,,,,,,,True,,,
HS,53.61,59.221,speech,False,male,senior,standard,,,,,,,,,,
RE,59.221,59.611,nonspeech,False,,,,,,,,,,True,,,
HS,59.611,60.501,speech,False,male,senior,standard,,,,,,,,,,
