label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU2,0.0,1.652,nonspeech,False,,,,,,,,,True,,,,
FA,1.652,2.497,speech,False,female,adult,standard,,,,,,,,,,
MU2,2.497,3.145,nonspeech,False,,,,,,,,,True,,,,
FA,3.145,9.036,speech,False,female,adult,standard,,,,,,,,,,
MU2,9.036,10.605,nonspeech,False,,,,,,,,,True,,,,
FA,10.605,13.45,speech,False,female,adult,standard,,,,,,,,,,
RE,13.45,13.855,nonspeech,False,,,,,,,,,,True,,,
FA,13.855,16.7,speech,False,female,adult,standard,,,,,,,,,,
RE,16.7,17.053,nonspeech,False,,,,,,,,,,True,,,
FA,17.053,22.481,speech,False,female,adult,standard,,,,,,,,,,
MU2,22.481,26.732,nonspeech,False,,,,,,,,,True,,,,
HA,26.732,32.163,speech,False,male,adult,standard,,,,,,,,,,
MU2,32.163,32.763,nonspeech,False,,,,,,,,,True,,,,
HA,32.763,33.933,speech,False,male,adult,standard,,,,,,,,,,
MU2,33.933,34.565,nonspeech,False,,,,,,,,,True,,,,
HA,34.565,35.945,speech,False,male,adult,standard,,,,,,,,,,
MU2,35.945,36.635,nonspeech,False,,,,,,,,,True,,,,
HA,36.635,41.022,speech,False,male,adult,standard,,,,,,,,,,
MU2,41.022,41.57,nonspeech,False,,,,,,,,,True,,,,
HA,41.57,42.439,speech,False,male,adult,standard,,,,,,,,,,
MU2,42.439,42.781,nonspeech,False,,,,,,,,,True,,,,
HA,42.781,44.444,speech,False,male,adult,standard,,,,,,,,,,
MU2,44.444,44.818,nonspeech,False,,,,,,,,,True,,,,
HA,44.818,46.114,speech,False,male,adult,standard,,,,,,,,,,
MU2,46.114,47.083,nonspeech,False,,,,,,,,,True,,,,
HA,47.083,49.076,speech,False,male,adult,standard,,,,,,,,,,
MU2,49.076,51.168,nonspeech,False,,,,,,,,,True,,,,
HA,51.168,53.82,speech,False,male,adult,standard,,,,,,,,,,
MU2,53.82,54.833,nonspeech,False,,,,,,,,,True,,,,
HA,54.833,58.782,speech,False,male,adult,standard,,,,,,,,,,
MU2,58.782,59.319,nonspeech,False,,,,,,,,,True,,,,
HA,59.319,61.013,speech,False,male,adult,standard,,,,,,,,,,
