label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
BR,0.0,0.996,nonspeech,False,,,,,True,,,,,,,,
MU1,0.996,5.532,nonspeech,False,,,,,,,,True,,,,,
FA,5.532,16.175,speech,False,female,adult,standard,,,,,,,,,,
RE,16.175,16.644,nonspeech,False,,,,,,,,,,True,,,
FA,16.644,18.72,speech,False,female,adult,standard,,,,,,,,,,
RE,18.72,19.289,nonspeech,False,,,,,,,,,,True,,,
FA,19.289,20.488,speech,False,female,adult,standard,,,,,,,,,,
RE,20.488,21.028,nonspeech,False,,,,,,,,,,True,,,
FA,21.028,33.259,speech,False,female,adult,standard,,,,,,,,,,
RE,33.259,33.75,nonspeech,False,,,,,,,,,,True,,,
FA-,33.75,34.758,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,34.758,36.226,speech,False,female,adult,standard,,,,,,,,,,
RE,36.226,36.647,nonspeech,False,,,,,,,,,,True,,,
FA,36.647,38.047,speech,False,female,adult,standard,,,,,,,,,,
FA-,38.047,38.742,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,38.742,41.724,speech,False,female,adult,standard,,,,,,,,,,
FA-,41.724,42.172,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,42.172,45.375,speech,False,female,adult,standard,,,,,,,,,,
MU2,45.375,46.637,nonspeech,False,,,,,,,,,True,,,,
FA,46.637,50.974,speech,False,female,adult,standard,,,,,,,,,,
MU2,50.974,51.664,nonspeech,False,,,,,,,,,True,,,,
FA,51.664,54.584,speech,False,female,adult,standard,,,,,,,,,,
RE,54.584,54.969,nonspeech,False,,,,,,,,,,True,,,
FA,54.969,56.997,speech,False,female,adult,standard,,,,,,,,,,
MU1,56.997,60.455,nonspeech,False,,,,,,,,True,,,,,
HA,60.455,61.909,speech,False,male,adult,standard,,,,,,,,,,
