label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA+HA,0.0,2.434,speech,True,male,adult,standard,,,,,,,,,,
BR,2.434,2.719,nonspeech,False,,,,,True,,,,,,,,
HA,2.719,4.252,speech,False,male,adult,standard,,,,,,,,,,
BR,4.252,5.099,nonspeech,False,,,,,True,,,,,,,,
HA+HA,5.099,8.93,speech,True,male,adult,standard,,,,,,,,,,
HA,8.93,13.151,speech,False,male,adult,standard,,,,,,,,,,
BR,13.151,13.514,nonspeech,False,,,,,True,,,,,,,,
HA,13.514,19.119,speech,False,male,adult,standard,,,,,,,,,,
RE,19.119,19.489,nonspeech,False,,,,,,,,,,True,,,
HA-,19.489,19.866,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,19.866,22.164,speech,False,male,adult,standard,,,,,,,,,,
RE,22.164,22.54,nonspeech,False,,,,,,,,,,True,,,
HA,22.54,24.399,speech,False,male,adult,standard,,,,,,,,,,
RE,24.399,24.721,nonspeech,False,,,,,,,,,,True,,,
HA,24.721,27.487,speech,False,male,adult,standard,,,,,,,,,,
HA-,27.487,27.945,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,27.945,39.32,speech,False,male,adult,standard,,,,,,,,,,
BR,39.32,39.782,nonspeech,False,,,,,True,,,,,,,,
HA,39.782,45.519,speech,False,male,adult,standard,,,,,,,,,,
RE,45.519,46.172,nonspeech,False,,,,,,,,,,True,,,
HA,46.172,50.64,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,50.64,52.536,speech,True,male,adult,standard,,,,,,,,,,
HA,52.536,54.48,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,54.48,55.088,speech,True,male,adult,standard,,,,,,,,,,
HA,55.088,56.176,speech,False,male,adult,standard,,,,,,,,,,
HA-,56.176,57.066,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,57.066,59.173,speech,False,male,adult,standard,,,,,,,,,,
BR,59.173,59.521,nonspeech,False,,,,,True,,,,,,,,
HA,59.521,60.011,speech,False,male,adult,standard,,,,,,,,,,
