label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,3.398,speech,False,male,adult,standard,,,,,,,,,,
RE,3.398,3.699,nonspeech,False,,,,,,,,,,True,,,
HA,3.699,8.373,speech,False,male,adult,standard,,,,,,,,,,
RE,8.373,8.741,nonspeech,False,,,,,,,,,,True,,,
HA,8.741,10.847,speech,False,male,adult,standard,,,,,,,,,,
RE,10.847,11.214,nonspeech,False,,,,,,,,,,True,,,
HA,11.214,14.827,speech,False,male,adult,standard,,,,,,,,,,
RE,14.827,15.253,nonspeech,False,,,,,,,,,,True,,,
HA,15.253,17.827,speech,False,male,adult,standard,,,,,,,,,,
RE,17.827,18.145,nonspeech,False,,,,,,,,,,True,,,
HA,18.145,22.741,speech,False,male,adult,standard,,,,,,,,,,
JI,22.741,26.538,nonspeech,False,,,,,,,True,,,,,,
FA,26.538,28.087,speech,False,female,adult,standard,,,,,,,,,,
HA,28.087,29.282,speech,False,male,adult,standard,,,,,,,,,,
FA,29.282,31.185,speech,False,female,adult,standard,,,,,,,,,,
JI,31.185,32.133,nonspeech,False,,,,,,,True,,,,,,
HA,32.133,60.032,speech,False,male,adult,standard,,,,,,,,,,
