label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HS,0.0,3.277,speech,False,male,senior,standard,,,,,,,,,,
,3.277,4.436,nonspeech,False,,,,,,,,,,,,,True
HS,4.436,5.448,speech,False,male,senior,standard,,,,,,,,,,
RE,5.448,6.913,nonspeech,False,,,,,,,,,,True,,,
HS,6.913,9.684,speech,False,male,senior,standard,,,,,,,,,,
,9.684,10.733,nonspeech,False,,,,,,,,,,,,,True
HS,10.733,13.568,speech,False,male,senior,standard,,,,,,,,,,
,13.568,13.963,nonspeech,False,,,,,,,,,,,,,True
HA,13.963,15.143,speech,False,male,adult,standard,,,,,,,,,,
RE,15.143,15.702,nonspeech,False,,,,,,,,,,True,,,
HA,15.702,17.14,speech,False,male,adult,standard,,,,,,,,,,
BR,17.14,19.885,nonspeech,False,,,,,True,,,,,,,,
HS,19.885,22.182,speech,False,male,senior,standard,,,,,,,,,,
RE,22.182,24.199,nonspeech,False,,,,,,,,,,True,,,
HA,24.199,29.232,speech,False,male,adult,standard,,,,,,,,,,
,29.232,29.632,nonspeech,False,,,,,,,,,,,,,True
HA,29.632,32.008,speech,False,male,adult,standard,,,,,,,,,,
,32.008,33.615,nonspeech,False,,,,,,,,,,,,,True
HA,33.615,35.39,speech,False,male,adult,standard,,,,,,,,,,
,35.39,36.687,nonspeech,False,,,,,,,,,,,,,True
HS,36.687,38.8,speech,False,male,senior,standard,,,,,,,,,,
,38.8,40.196,nonspeech,False,,,,,,,,,,,,,True
HS,40.196,45.121,speech,False,male,senior,standard,,,,,,,,,,
,45.121,45.6,nonspeech,False,,,,,,,,,,,,,True
HA,45.6,46.517,speech,False,male,adult,standard,,,,,,,,,,
,46.517,47.149,nonspeech,False,,,,,,,,,,,,,True
HA,47.149,48.544,speech,False,male,adult,standard,,,,,,,,,,
,48.544,49.503,nonspeech,False,,,,,,,,,,,,,True
HA,49.503,50.409,speech,False,male,adult,standard,,,,,,,,,,
,50.409,53.444,nonspeech,False,,,,,,,,,,,,,True
HS,53.444,55.797,speech,False,male,senior,standard,,,,,,,,,,
MU2,55.797,56.92,nonspeech,False,,,,,,,,,True,,,,
HS,56.92,58.39,speech,False,male,senior,standard,,,,,,,,,,
RE,58.39,58.832,nonspeech,False,,,,,,,,,,True,,,
HS,58.832,61.888,speech,False,male,senior,standard,,,,,,,,,,
