label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,3.116,speech,False,female,adult,standard,,,,,,,,,,
HA,3.116,5.769,speech,False,male,adult,standard,,,,,,,,,,
RE,5.769,6.212,nonspeech,False,,,,,,,,,,True,,,
HA,6.212,11.286,speech,False,male,adult,standard,,,,,,,,,,
FA,11.286,13.072,speech,False,female,adult,standard,,,,,,,,,,
,13.072,13.356,nonspeech,False,,,,,,,,,,,,,True
FA,13.356,14.44,speech,False,female,adult,standard,,,,,,,,,,
HA,14.44,17.26,speech,False,male,adult,standard,,,,,,,,,,
RE,17.26,17.701,nonspeech,False,,,,,,,,,,True,,,
HA,17.701,21.101,speech,False,male,adult,standard,,,,,,,,,,
FA,21.101,24.563,speech,False,female,adult,standard,,,,,,,,,,
HA,24.563,27.076,speech,False,male,adult,standard,,,,,,,,,,
FA,27.076,33.112,speech,False,female,adult,standard,,,,,,,,,,
BR,33.112,33.602,nonspeech,False,,,,,True,,,,,,,,
FA,33.602,37.686,speech,False,female,adult,standard,,,,,,,,,,
HA,37.686,38.631,speech,False,male,adult,standard,,,,,,,,,,
MU2,38.631,39.482,nonspeech,False,,,,,,,,,True,,,,
HA,39.482,40.161,speech,False,male,adult,standard,,,,,,,,,,
FA,40.161,42.358,speech,False,female,adult,standard,,,,,,,,,,
HA,42.358,43.749,speech,False,male,adult,standard,,,,,,,,,,
FA,43.749,45.761,speech,False,female,adult,standard,,,,,,,,,,
HA,45.761,47.373,speech,False,male,adult,standard,,,,,,,,,,
FA,47.373,52.585,speech,False,female,adult,standard,,,,,,,,,,
,52.585,53.133,nonspeech,False,,,,,,,,,,,,,True
FA,53.133,60.267,speech,False,female,adult,standard,,,,,,,,,,
