label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,7.107,speech,False,male,adult,standard,,,,,,,,,,
RE,7.107,7.803,nonspeech,False,,,,,,,,,,True,,,
HA,7.803,15.301,speech,False,male,adult,standard,,,,,,,,,,
RE,15.301,15.865,nonspeech,False,,,,,,,,,,True,,,
HA,15.865,18.237,speech,False,male,adult,standard,,,,,,,,,,
RE,18.237,18.691,nonspeech,False,,,,,,,,,,True,,,
HA-,18.691,19.224,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,19.224,20.453,speech,False,male,adult,standard,,,,,,,,,,
,20.453,20.986,nonspeech,False,,,,,,,,,,,,,True
HA,20.986,22.209,speech,False,male,adult,standard,,,,,,,,,,
HA-,22.209,23.29,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,23.29,27.822,speech,False,male,adult,standard,,,,,,,,,,
RE,27.822,28.349,nonspeech,False,,,,,,,,,,True,,,
HA,28.349,34.968,speech,False,male,adult,standard,,,,,,,,,,
RE,34.968,35.48,nonspeech,False,,,,,,,,,,True,,,
HA,35.48,39.054,speech,False,male,adult,standard,,,,,,,,,,
RE,39.054,39.471,nonspeech,False,,,,,,,,,,True,,,
HA,39.471,42.238,speech,False,male,adult,standard,,,,,,,,,,
RE,42.238,42.67,nonspeech,False,,,,,,,,,,True,,,
HA,42.67,45.458,speech,False,male,adult,standard,,,,,,,,,,
,45.458,47.271,nonspeech,False,,,,,,,,,,,,,True
MU1,47.271,60.011,nonspeech,False,,,,,,,,True,,,,,
