label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,1.733,speech,False,male,adult,standard,,,,,,,,,,
BR+BH,1.733,4.911,nonspeech,True,,,,,True,True,,,,,,,
FA,4.911,5.239,speech,False,female,adult,standard,,,,,,,,,,
BR,5.239,6.963,nonspeech,False,,,,,True,,,,,,,,
FA,6.963,7.681,speech,False,female,adult,standard,,,,,,,,,,
BR,7.681,10.564,nonspeech,False,,,,,True,,,,,,,,
FA,10.564,11.603,speech,False,female,adult,standard,,,,,,,,,,
,11.603,15.429,nonspeech,False,,,,,,,,,,,,,True
FA,15.429,17.332,speech,False,female,adult,standard,,,,,,,,,,
BR,17.332,17.965,nonspeech,False,,,,,True,,,,,,,,
FA,17.965,18.708,speech,False,female,adult,standard,,,,,,,,,,
BR,18.708,19.156,nonspeech,False,,,,,True,,,,,,,,
FA,19.156,20.474,speech,False,female,adult,standard,,,,,,,,,,
BR,20.474,20.89,nonspeech,False,,,,,True,,,,,,,,
HA,20.89,24.69,speech,False,male,adult,standard,,,,,,,,,,
,24.69,25.032,nonspeech,False,,,,,,,,,,,,,True
FA,25.032,25.887,speech,False,female,adult,standard,,,,,,,,,,
BR,25.887,26.973,nonspeech,False,,,,,True,,,,,,,,
FA,26.973,28.36,speech,False,female,adult,standard,,,,,,,,,,
HA,28.36,33.013,speech,False,male,adult,standard,,,,,,,,,,
BR,33.013,35.09,nonspeech,False,,,,,True,,,,,,,,
HA,35.09,35.532,speech,False,male,adult,standard,,,,,,,,,,
,35.532,36.902,nonspeech,False,,,,,,,,,,,,,True
FA,36.902,37.556,speech,False,female,adult,standard,,,,,,,,,,
BR,37.556,38.168,nonspeech,False,,,,,True,,,,,,,,
HA,38.168,40.039,speech,False,male,adult,standard,,,,,,,,,,
FA,40.039,41.115,speech,False,female,adult,standard,,,,,,,,,,
HA,41.115,45.415,speech,False,male,adult,standard,,,,,,,,,,
FA,45.415,46.443,speech,False,female,adult,standard,,,,,,,,,,
HA,46.443,49.425,speech,False,male,adult,standard,,,,,,,,,,
,49.425,49.801,nonspeech,False,,,,,,,,,,,,,True
HA,49.801,50.09,speech,False,male,adult,standard,,,,,,,,,,
,50.09,51.603,nonspeech,False,,,,,,,,,,,,,True
HA,51.603,53.49,speech,False,male,adult,standard,,,,,,,,,,
BR,53.49,55.612,nonspeech,False,,,,,True,,,,,,,,
HA-,55.612,56.449,speech,False,male,adult,onomatopoeia,,,,,,,,,,
BR,56.449,61.781,nonspeech,False,,,,,True,,,,,,,,
