label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA-,0.0,0.148,speech,False,male,adult,onomatopoeia,,,,,,,,,,
,0.148,0.585,nonspeech,False,,,,,,,,,,,,,True
HA,0.585,1.982,speech,False,male,adult,standard,,,,,,,,,,
RE,1.982,2.404,nonspeech,False,,,,,,,,,,True,,,
HA,2.404,3.499,speech,False,male,adult,standard,,,,,,,,,,
RE,3.499,3.847,nonspeech,False,,,,,,,,,,True,,,
HA,3.847,7.695,speech,False,male,adult,standard,,,,,,,,,,
RE,7.695,8.06,nonspeech,False,,,,,,,,,,True,,,
HA,8.06,10.106,speech,False,male,adult,standard,,,,,,,,,,
,10.106,10.427,nonspeech,False,,,,,,,,,,,,,True
HA,10.427,14.822,speech,False,male,adult,standard,,,,,,,,,,
RE,14.822,15.138,nonspeech,False,,,,,,,,,,True,,,
HA,15.138,16.367,speech,False,male,adult,standard,,,,,,,,,,
RE,16.367,16.732,nonspeech,False,,,,,,,,,,True,,,
HA,16.732,21.461,speech,False,male,adult,standard,,,,,,,,,,
RE,21.461,21.822,nonspeech,False,,,,,,,,,,True,,,
HA,21.822,29.262,speech,False,male,adult,standard,,,,,,,,,,
RI,29.262,30.06,nonspeech,False,,,,,,,,,,,True,,
FA,30.06,32.147,speech,False,female,adult,standard,,,,,,,,,,
MU1,32.147,60.011,nonspeech,False,,,,,,,,True,,,,,
