label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU1,0.0,6.149,nonspeech,False,,,,,,,,True,,,,,
FA,6.149,6.545,speech,False,female,adult,standard,,,,,,,,,,
HA,6.545,7.068,speech,False,male,adult,standard,,,,,,,,,,
FA,7.068,9.798,speech,False,female,adult,standard,,,,,,,,,,
BR,9.798,11.111,nonspeech,False,,,,,True,,,,,,,,
FA,11.111,13.36,speech,False,female,adult,standard,,,,,,,,,,
BR,13.36,14.455,nonspeech,False,,,,,True,,,,,,,,
MU1,14.455,23.224,nonspeech,False,,,,,,,,True,,,,,
BR,23.224,24.591,nonspeech,False,,,,,True,,,,,,,,
HA,24.591,25.447,speech,False,male,adult,standard,,,,,,,,,,
MU1,25.447,29.531,nonspeech,False,,,,,,,,True,,,,,
BR,29.531,34.727,nonspeech,False,,,,,True,,,,,,,,
MU2,34.727,34.728,nonspeech,False,,,,,,,,,True,,,,
HA-+FA-,34.728,35.629,speech,True,undefgender,adult,onomatopoeia,,,,,,,,,,
MU2,35.629,35.995,nonspeech,False,,,,,,,,,True,,,,
HA,35.995,37.324,speech,False,male,adult,standard,,,,,,,,,,
FA,37.324,38.68,speech,False,female,adult,standard,,,,,,,,,,
FA-,38.68,39.076,speech,False,female,adult,onomatopoeia,,,,,,,,,,
MU2,39.076,39.714,nonspeech,False,,,,,,,,,True,,,,
HA,39.714,40.799,speech,False,male,adult,standard,,,,,,,,,,
FA,40.799,43.272,speech,False,female,adult,standard,,,,,,,,,,
HA,43.272,43.8,speech,False,male,adult,standard,,,,,,,,,,
FA,43.8,44.214,speech,False,female,adult,standard,,,,,,,,,,
HA,44.214,45.116,speech,False,male,adult,standard,,,,,,,,,,
BH,45.116,45.718,nonspeech,False,,,,,,True,,,,,,,
FA,45.718,46.475,speech,False,female,adult,standard,,,,,,,,,,
RE,46.475,47.175,nonspeech,False,,,,,,,,,,True,,,
FA,47.175,47.713,speech,False,female,adult,standard,,,,,,,,,,
MU2,47.713,48.248,nonspeech,False,,,,,,,,,True,,,,
FA,48.248,49.187,speech,False,female,adult,standard,,,,,,,,,,
MU1,49.187,53.092,nonspeech,False,,,,,,,,True,,,,,
HA,53.092,54.526,speech,False,male,adult,standard,,,,,,,,,,
FA,54.526,55.731,speech,False,female,adult,standard,,,,,,,,,,
RI,55.731,56.133,nonspeech,False,,,,,,,,,,,True,,
FA,56.133,57.071,speech,False,female,adult,standard,,,,,,,,,,
RI,57.071,58.03,nonspeech,False,,,,,,,,,,,True,,
HA,58.03,59.231,speech,False,male,adult,standard,,,,,,,,,,
FA-,59.231,59.753,speech,False,female,adult,onomatopoeia,,,,,,,,,,
HA,59.753,60.338,speech,False,male,adult,standard,,,,,,,,,,
FA,60.338,61.144,speech,False,female,adult,standard,,,,,,,,,,
HA,61.144,61.333,speech,False,male,adult,standard,,,,,,,,,,
