label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,4.515,speech,False,male,adult,standard,,,,,,,,,,
RE,4.515,4.984,nonspeech,False,,,,,,,,,,True,,,
HA,4.984,10.383,speech,False,male,adult,standard,,,,,,,,,,
RE,10.383,10.923,nonspeech,False,,,,,,,,,,True,,,
HA,10.923,13.431,speech,False,male,adult,standard,,,,,,,,,,
RE,13.431,15.085,nonspeech,False,,,,,,,,,,True,,,
HA,15.085,17.993,speech,False,male,adult,standard,,,,,,,,,,
RE,17.993,18.515,nonspeech,False,,,,,,,,,,True,,,
HA,18.515,24.551,speech,False,male,adult,standard,,,,,,,,,,
RE,24.551,25.542,nonspeech,False,,,,,,,,,,True,,,
HA,25.542,29.971,speech,False,male,adult,standard,,,,,,,,,,
RE,29.971,30.472,nonspeech,False,,,,,,,,,,True,,,
HA,30.472,32.39,speech,False,male,adult,standard,,,,,,,,,,
RE,32.39,32.869,nonspeech,False,,,,,,,,,,True,,,
HA,32.869,35.451,speech,False,male,adult,standard,,,,,,,,,,
RE,35.451,36.189,nonspeech,False,,,,,,,,,,True,,,
HA,36.189,37.132,speech,False,male,adult,standard,,,,,,,,,,
RE,37.132,37.601,nonspeech,False,,,,,,,,,,True,,,
HA,37.601,41.493,speech,False,male,adult,standard,,,,,,,,,,
RE,41.493,41.836,nonspeech,False,,,,,,,,,,True,,,
HA,41.836,50.739,speech,False,male,adult,standard,,,,,,,,,,
RE,50.739,51.202,nonspeech,False,,,,,,,,,,True,,,
HA,51.202,54.821,speech,False,male,adult,standard,,,,,,,,,,
RE,54.821,55.543,nonspeech,False,,,,,,,,,,True,,,
HA,55.543,57.34,speech,False,male,adult,standard,,,,,,,,,,
RE,57.34,57.861,nonspeech,False,,,,,,,,,,True,,,
HA-,57.861,58.462,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,58.462,60.032,speech,False,male,adult,standard,,,,,,,,,,
