label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
BR,0.0,1.296,nonspeech,False,,,,,True,,,,,,,,
FA,1.296,2.072,speech,False,female,adult,standard,,,,,,,,,,
,2.072,2.463,nonspeech,False,,,,,,,,,,,,,True
FA,2.463,4.398,speech,False,female,adult,standard,,,,,,,,,,
BR,4.398,6.617,nonspeech,False,,,,,True,,,,,,,,
FA-,6.617,7.466,speech,False,female,adult,onomatopoeia,,,,,,,,,,
BR,7.466,9.823,nonspeech,False,,,,,True,,,,,,,,
FA,9.823,10.325,speech,False,female,adult,standard,,,,,,,,,,
BR,10.325,11.09,nonspeech,False,,,,,True,,,,,,,,
FA,11.09,11.818,speech,False,female,adult,standard,,,,,,,,,,
RE,11.818,12.371,nonspeech,False,,,,,,,,,,True,,,
FA,12.371,13.61,speech,False,female,adult,standard,,,,,,,,,,
BR+MU2,13.61,17.225,nonspeech,True,,,,,True,,,,True,,,,
FA,17.225,18.765,speech,False,female,adult,standard,,,,,,,,,,
MU2,18.765,19.741,nonspeech,False,,,,,,,,,True,,,,
FA,19.741,20.917,speech,False,female,adult,standard,,,,,,,,,,
BR,20.917,21.782,nonspeech,False,,,,,True,,,,,,,,
FA,21.782,22.366,speech,False,female,adult,standard,,,,,,,,,,
RE,22.366,22.703,nonspeech,False,,,,,,,,,,True,,,
FA,22.703,24.264,speech,False,female,adult,standard,,,,,,,,,,
MU2+BR,24.264,26.778,nonspeech,True,,,,,True,,,,True,,,,
FA-,26.778,28.159,speech,False,female,adult,onomatopoeia,,,,,,,,,,
MU2+BR,28.159,31.537,nonspeech,True,,,,,True,,,,True,,,,
FA,31.537,32.676,speech,False,female,adult,standard,,,,,,,,,,
MU2,32.676,33.894,nonspeech,False,,,,,,,,,True,,,,
FA,33.894,35.36,speech,False,female,adult,standard,,,,,,,,,,
MU2,35.36,37.943,nonspeech,False,,,,,,,,,True,,,,
BR,37.943,39.093,nonspeech,False,,,,,True,,,,,,,,
MU2,39.093,41.865,nonspeech,False,,,,,,,,,True,,,,
AU,41.865,47.467,nonspeech,False,,,,,,,,,,,,True,
MU2,47.467,48.743,nonspeech,False,,,,,,,,,True,,,,
AU,48.743,54.861,nonspeech,False,,,,,,,,,,,,True,
BR,54.861,61.547,nonspeech,False,,,,,True,,,,,,,,
