label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,2.476,speech,False,female,adult,standard,,,,,,,,,,
RE,2.476,2.824,nonspeech,False,,,,,,,,,,True,,,
FA,2.824,5.395,speech,False,female,adult,standard,,,,,,,,,,
RE,5.395,5.727,nonspeech,False,,,,,,,,,,True,,,
FA,5.727,9.734,speech,False,female,adult,standard,,,,,,,,,,
RE,9.734,10.2,nonspeech,False,,,,,,,,,,True,,,
FA,10.2,11.832,speech,False,female,adult,standard,,,,,,,,,,
RE,11.832,12.184,nonspeech,False,,,,,,,,,,True,,,
FA,12.184,14.967,speech,False,female,adult,standard,,,,,,,,,,
RE,14.967,15.271,nonspeech,False,,,,,,,,,,True,,,
FA,15.271,16.649,speech,False,female,adult,standard,,,,,,,,,,
RE,16.649,16.985,nonspeech,False,,,,,,,,,,True,,,
FA,16.985,24.556,speech,False,female,adult,standard,,,,,,,,,,
JI,24.556,30.175,nonspeech,False,,,,,,,True,,,,,,
,30.175,31.298,nonspeech,False,,,,,,,,,,,,,True
MU2,31.298,34.474,nonspeech,False,,,,,,,,,True,,,,
HA,34.474,35.596,speech,False,male,adult,standard,,,,,,,,,,
MU2,35.596,38.209,nonspeech,False,,,,,,,,,True,,,,
HA,38.209,39.938,speech,False,male,adult,standard,,,,,,,,,,
MU2,39.938,40.446,nonspeech,False,,,,,,,,,True,,,,
HA,40.446,48.231,speech,False,male,adult,standard,,,,,,,,,,
,48.231,48.71,nonspeech,False,,,,,,,,,,,,,True
MU1,48.71,58.223,nonspeech,False,,,,,,,,True,,,,,
,58.223,59.798,nonspeech,False,,,,,,,,,,,,,True
MU1,59.798,61.013,nonspeech,False,,,,,,,,True,,,,,
