label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,0.395,speech,False,female,adult,standard,,,,,,,,,,
,0.395,1.122,nonspeech,False,,,,,,,,,,,,,True
HA,1.122,3.667,speech,False,male,adult,standard,,,,,,,,,,
RE,3.667,4.125,nonspeech,False,,,,,,,,,,True,,,
HA,4.125,5.917,speech,False,male,adult,standard,,,,,,,,,,
RE,5.917,6.243,nonspeech,False,,,,,,,,,,True,,,
HA,6.243,7.618,speech,False,male,adult,standard,,,,,,,,,,
RE,7.618,7.956,nonspeech,False,,,,,,,,,,True,,,
HA,7.956,11.803,speech,False,male,adult,standard,,,,,,,,,,
RE,11.803,12.213,nonspeech,False,,,,,,,,,,True,,,
HA,12.213,17.035,speech,False,male,adult,standard,,,,,,,,,,
RE,17.035,17.372,nonspeech,False,,,,,,,,,,True,,,
HA-,17.372,18.01,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,18.01,20.597,speech,False,male,adult,standard,,,,,,,,,,
RE,20.597,21.034,nonspeech,False,,,,,,,,,,True,,,
HA-,21.034,21.572,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,21.572,24.958,speech,False,male,adult,standard,,,,,,,,,,
RE,24.958,25.327,nonspeech,False,,,,,,,,,,True,,,
HA,25.327,30.063,speech,False,male,adult,standard,,,,,,,,,,
RE,30.063,30.416,nonspeech,False,,,,,,,,,,True,,,
HA,30.416,33.593,speech,False,male,adult,standard,,,,,,,,,,
RE,33.593,33.978,nonspeech,False,,,,,,,,,,True,,,
HA,33.978,36.499,speech,False,male,adult,standard,,,,,,,,,,
RE,36.499,36.857,nonspeech,False,,,,,,,,,,True,,,
HA,36.857,38.511,speech,False,male,adult,standard,,,,,,,,,,
RE,38.511,38.817,nonspeech,False,,,,,,,,,,True,,,
FA,38.817,42.742,speech,False,female,adult,standard,,,,,,,,,,
RE,42.742,43.1,nonspeech,False,,,,,,,,,,True,,,
FA,43.1,46.018,speech,False,female,adult,standard,,,,,,,,,,
RE,46.018,46.541,nonspeech,False,,,,,,,,,,True,,,
FA,46.541,49.449,speech,False,female,adult,standard,,,,,,,,,,
RE,49.449,49.802,nonspeech,False,,,,,,,,,,True,,,
FA,49.802,51.92,speech,False,female,adult,standard,,,,,,,,,,
,51.92,52.237,nonspeech,False,,,,,,,,,,,,,True
HA,52.237,55.973,speech,False,male,adult,standard,,,,,,,,,,
RE,55.973,56.521,nonspeech,False,,,,,,,,,,True,,,
HA,56.521,59.468,speech,False,male,adult,standard,,,,,,,,,,
RE,59.468,60.011,nonspeech,False,,,,,,,,,,True,,,
