label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,4.858,speech,False,female,adult,standard,,,,,,,,,,
BR,4.858,5.253,nonspeech,False,,,,,True,,,,,,,,
FA,5.253,5.685,speech,False,female,adult,standard,,,,,,,,,,
FA+FA,5.685,7.355,speech,True,female,adult,standard,,,,,,,,,,
FA,7.355,8.361,speech,False,female,adult,standard,,,,,,,,,,
FA+FA,8.361,9.892,speech,True,female,adult,standard,,,,,,,,,,
,9.892,10.335,nonspeech,False,,,,,,,,,,,,,True
FA,10.335,12.32,speech,False,female,adult,standard,,,,,,,,,,
FA-,12.32,13.094,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,13.094,19.593,speech,False,female,adult,standard,,,,,,,,,,
RE,19.593,19.931,nonspeech,False,,,,,,,,,,True,,,
FA,19.931,20.71,speech,False,female,adult,standard,,,,,,,,,,
,20.71,21.005,nonspeech,False,,,,,,,,,,,,,True
FA,21.005,27.144,speech,False,female,adult,standard,,,,,,,,,,
FA+FA,27.144,32.376,speech,True,female,adult,standard,,,,,,,,,,
FA,32.376,38.945,speech,False,female,adult,standard,,,,,,,,,,
FA+FA,38.945,46.428,speech,True,female,adult,standard,,,,,,,,,,
FA,46.428,50.566,speech,False,female,adult,standard,,,,,,,,,,
RE,50.566,50.988,nonspeech,False,,,,,,,,,,True,,,
FA,50.988,56.689,speech,False,female,adult,standard,,,,,,,,,,
BR,56.689,57.147,nonspeech,False,,,,,True,,,,,,,,
FA,57.147,58.854,speech,False,female,adult,standard,,,,,,,,,,
RE,58.854,59.265,nonspeech,False,,,,,,,,,,True,,,
FA,59.265,61.461,speech,False,female,adult,standard,,,,,,,,,,
