label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,1.092,speech,False,male,adult,standard,,,,,,,,,,
FA,1.092,7.292,speech,False,female,adult,standard,,,,,,,,,,
MU2,7.292,8.365,nonspeech,False,,,,,,,,,True,,,,
FA,8.365,14.3,speech,False,female,adult,standard,,,,,,,,,,
MU2,14.3,14.903,nonspeech,False,,,,,,,,,True,,,,
HA,14.903,22.391,speech,False,male,adult,standard,,,,,,,,,,
MU2,22.391,24.509,nonspeech,False,,,,,,,,,True,,,,
FA,24.509,27.555,speech,False,female,adult,standard,,,,,,,,,,
MU2,27.555,30.159,nonspeech,False,,,,,,,,,True,,,,
JI,30.159,32.2,nonspeech,False,,,,,,,True,,,,,,
HA,32.2,38.497,speech,False,male,adult,standard,,,,,,,,,,
RE,38.497,38.882,nonspeech,False,,,,,,,,,,True,,,
HA,38.882,43.562,speech,False,male,adult,standard,,,,,,,,,,
RE,43.562,44.127,nonspeech,False,,,,,,,,,,True,,,
HA,44.127,55.103,speech,False,male,adult,standard,,,,,,,,,,
RE,55.103,55.667,nonspeech,False,,,,,,,,,,True,,,
HA,55.667,58.054,speech,False,male,adult,standard,,,,,,,,,,
RE,58.054,58.423,nonspeech,False,,,,,,,,,,True,,,
HA,58.423,61.141,speech,False,male,adult,standard,,,,,,,,,,
