label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,0.838,speech,False,male,adult,standard,,,,,,,,,,
RE,0.838,2.94,nonspeech,False,,,,,,,,,,True,,,
HA,2.94,3.934,speech,False,male,adult,standard,,,,,,,,,,
HA-,3.934,6.038,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,6.038,14.036,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,14.036,14.937,speech,True,male,adult,standard,,,,,,,,,,
HA,14.937,15.774,speech,False,male,adult,standard,,,,,,,,,,
RE,15.774,16.333,nonspeech,False,,,,,,,,,,True,,,
HA-,16.333,16.78,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,16.78,17.049,speech,False,male,adult,standard,,,,,,,,,,
,17.049,17.661,nonspeech,False,,,,,,,,,,,,,True
HA,17.661,20.975,speech,False,male,adult,standard,,,,,,,,,,
,20.975,23.273,nonspeech,False,,,,,,,,,,,,,True
HA,23.273,30.242,speech,False,male,adult,standard,,,,,,,,,,
RE,30.242,30.917,nonspeech,False,,,,,,,,,,True,,,
HA,30.917,37.151,speech,False,male,adult,standard,,,,,,,,,,
,37.151,37.629,nonspeech,False,,,,,,,,,,,,,True
HA,37.629,42.52,speech,False,male,adult,standard,,,,,,,,,,
,42.52,42.957,nonspeech,False,,,,,,,,,,,,,True
HA,42.957,48.611,speech,False,male,adult,standard,,,,,,,,,,
RE,48.611,49.048,nonspeech,False,,,,,,,,,,True,,,
HA,49.048,51.831,speech,False,male,adult,standard,,,,,,,,,,
,51.831,52.266,nonspeech,False,,,,,,,,,,,,,True
HA-,52.266,52.731,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,52.731,53.474,speech,False,male,adult,standard,,,,,,,,,,
RE,53.474,53.98,nonspeech,False,,,,,,,,,,True,,,
HA-,53.98,54.791,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,54.791,61.035,speech,False,male,adult,standard,,,,,,,,,,
