label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
,0.0,0.458,nonspeech,False,,,,,,,,,,,,,True
HA+HA,0.458,8.973,speech,True,male,adult,standard,,,,,,,,,,
BR,8.973,9.337,nonspeech,False,,,,,True,,,,,,,,
HA+HA,9.337,11.042,speech,True,male,adult,standard,,,,,,,,,,
BR,11.042,12.371,nonspeech,False,,,,,True,,,,,,,,
FA,12.371,15.655,speech,False,female,adult,standard,,,,,,,,,,
RE,15.655,16.021,nonspeech,False,,,,,,,,,,True,,,
FA,16.021,17.883,speech,False,female,adult,standard,,,,,,,,,,
RE,17.883,18.157,nonspeech,False,,,,,,,,,,True,,,
,18.157,19.227,nonspeech,False,,,,,,,,,,,,,True
,19.227,19.559,nonspeech,False,,,,,,,,,,,,,True
FA,19.559,20.569,speech,False,female,adult,standard,,,,,,,,,,
,20.569,21.201,nonspeech,False,,,,,,,,,,,,,True
HA,21.201,24.148,speech,False,male,adult,standard,,,,,,,,,,
HA+HA,24.148,29.327,speech,True,male,adult,standard,,,,,,,,,,
RE,29.327,29.728,nonspeech,False,,,,,,,,,,True,,,
HA+HA,29.728,38.312,speech,True,male,adult,standard,,,,,,,,,,
BR,38.312,38.67,nonspeech,False,,,,,True,,,,,,,,
HA+HA,38.67,40.327,speech,True,male,adult,standard,,,,,,,,,,
RE,40.327,40.674,nonspeech,False,,,,,,,,,,True,,,
HA+HA,40.674,43.335,speech,True,male,adult,standard,,,,,,,,,,
BR,43.335,44.203,nonspeech,False,,,,,True,,,,,,,,
FA,44.203,48.444,speech,False,female,adult,standard,,,,,,,,,,
RE,48.444,48.797,nonspeech,False,,,,,,,,,,True,,,
FA,48.797,50.664,speech,False,female,adult,standard,,,,,,,,,,
BR,50.664,51.378,nonspeech,False,,,,,True,,,,,,,,
FA,51.378,52.604,speech,False,female,adult,standard,,,,,,,,,,
BR,52.604,52.951,nonspeech,False,,,,,True,,,,,,,,
FA,52.951,56.482,speech,False,female,adult,standard,,,,,,,,,,
BR,56.482,56.961,nonspeech,False,,,,,True,,,,,,,,
FA,56.961,61.931,speech,False,female,adult,standard,,,,,,,,,,
