label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,3.282,speech,False,male,adult,standard,,,,,,,,,,
RE,3.282,3.651,nonspeech,False,,,,,,,,,,True,,,
HA,3.651,4.231,speech,False,male,adult,standard,,,,,,,,,,
MU2,4.231,5.634,nonspeech,False,,,,,,,,,True,,,,
HA,5.634,8.559,speech,False,male,adult,standard,,,,,,,,,,
,8.559,8.927,nonspeech,False,,,,,,,,,,,,,True
HA,8.927,11.259,speech,False,male,adult,standard,,,,,,,,,,
RE,11.259,11.915,nonspeech,False,,,,,,,,,,True,,,
HA,11.915,15.534,speech,False,male,adult,standard,,,,,,,,,,
BH,15.534,16.596,nonspeech,False,,,,,,True,,,,,,,
HA,16.596,19.223,speech,False,male,adult,standard,,,,,,,,,,
BH,19.223,19.91,nonspeech,False,,,,,,True,,,,,,,
HA,19.91,21.089,speech,False,male,adult,standard,,,,,,,,,,
BH,21.089,22.96,nonspeech,False,,,,,,True,,,,,,,
HA,22.96,25.017,speech,False,male,adult,standard,,,,,,,,,,
BH,25.017,25.653,nonspeech,False,,,,,,True,,,,,,,
HA,25.653,27.14,speech,False,male,adult,standard,,,,,,,,,,
BH,27.14,27.566,nonspeech,False,,,,,,True,,,,,,,
HA,27.566,28.245,speech,False,male,adult,standard,,,,,,,,,,
BH,28.245,28.65,nonspeech,False,,,,,,True,,,,,,,
HA,28.65,39.019,speech,False,male,adult,standard,,,,,,,,,,
AU,39.019,40.398,nonspeech,False,,,,,,,,,,,,True,
BH,40.398,43.484,nonspeech,False,,,,,,True,,,,,,,
HA,43.484,47.307,speech,False,male,adult,standard,,,,,,,,,,
BH,47.307,50.946,nonspeech,False,,,,,,True,,,,,,,
HA,50.946,52.292,speech,False,male,adult,standard,,,,,,,,,,
BH,52.292,52.68,nonspeech,False,,,,,,True,,,,,,,
HA,52.68,55.194,speech,False,male,adult,standard,,,,,,,,,,
BH,55.194,57.312,nonspeech,False,,,,,,True,,,,,,,
HA,57.312,59.54,speech,False,male,adult,standard,,,,,,,,,,
RE,59.54,59.993,nonspeech,False,,,,,,,,,,True,,,
HA,59.993,60.757,speech,False,male,adult,standard,,,,,,,,,,
