label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,2.238,speech,False,female,adult,standard,,,,,,,,,,
RE,2.238,2.691,nonspeech,False,,,,,,,,,,True,,,
FA,2.691,3.943,speech,False,female,adult,standard,,,,,,,,,,
RE,3.943,4.397,nonspeech,False,,,,,,,,,,True,,,
FA,4.397,9.358,speech,False,female,adult,standard,,,,,,,,,,
RE,9.358,9.749,nonspeech,False,,,,,,,,,,True,,,
FA,9.749,15.507,speech,False,female,adult,standard,,,,,,,,,,
RE,15.507,16.024,nonspeech,False,,,,,,,,,,True,,,
FA,16.024,16.901,speech,False,female,adult,standard,,,,,,,,,,
RE,16.901,17.236,nonspeech,False,,,,,,,,,,True,,,
FA,17.236,24.743,speech,False,female,adult,standard,,,,,,,,,,
RE,24.743,25.319,nonspeech,False,,,,,,,,,,True,,,
FA,25.319,30.565,speech,False,female,adult,standard,,,,,,,,,,
RE,30.565,31.11,nonspeech,False,,,,,,,,,,True,,,
FA,31.11,32.804,speech,False,female,adult,standard,,,,,,,,,,
RE,32.804,33.214,nonspeech,False,,,,,,,,,,True,,,
FA,33.214,34.263,speech,False,female,adult,standard,,,,,,,,,,
,34.263,35.186,nonspeech,False,,,,,,,,,,,,,True
HA,35.186,35.812,speech,False,male,adult,standard,,,,,,,,,,
FA,35.812,39.295,speech,False,female,adult,standard,,,,,,,,,,
RE,39.295,39.724,nonspeech,False,,,,,,,,,,True,,,
FA,39.724,44.355,speech,False,female,adult,standard,,,,,,,,,,
RE,44.355,44.966,nonspeech,False,,,,,,,,,,True,,,
FA,44.966,50.09,speech,False,female,adult,standard,,,,,,,,,,
RE,50.09,50.606,nonspeech,False,,,,,,,,,,True,,,
FA,50.606,58.619,speech,False,female,adult,standard,,,,,,,,,,
,58.619,60.011,nonspeech,False,,,,,,,,,,,,,True
