label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,0.237,speech,False,female,adult,standard,,,,,,,,,,
RE,0.237,0.548,nonspeech,False,,,,,,,,,,True,,,
FA,0.548,1.965,speech,False,female,adult,standard,,,,,,,,,,
RE,1.965,2.36,nonspeech,False,,,,,,,,,,True,,,
FA,2.36,3.346,speech,False,female,adult,standard,,,,,,,,,,
RE,3.346,3.852,nonspeech,False,,,,,,,,,,True,,,
FA,3.852,7.058,speech,False,female,adult,standard,,,,,,,,,,
RE,7.058,7.401,nonspeech,False,,,,,,,,,,True,,,
FA,7.401,8.793,speech,False,female,adult,standard,,,,,,,,,,
RE,8.793,9.185,nonspeech,False,,,,,,,,,,True,,,
FA,9.185,10.361,speech,False,female,adult,standard,,,,,,,,,,
,10.361,10.703,nonspeech,False,,,,,,,,,,,,,True
FA,10.703,12.701,speech,False,female,adult,standard,,,,,,,,,,
RE,12.701,13.129,nonspeech,False,,,,,,,,,,True,,,
FA,13.129,14.879,speech,False,female,adult,standard,,,,,,,,,,
RE,14.879,15.206,nonspeech,False,,,,,,,,,,True,,,
FA,15.206,20.018,speech,False,female,adult,standard,,,,,,,,,,
HA,20.018,23.834,speech,False,male,adult,standard,,,,,,,,,,
RE,23.834,24.192,nonspeech,False,,,,,,,,,,True,,,
HA,24.192,24.684,speech,False,male,adult,standard,,,,,,,,,,
RE,24.684,24.989,nonspeech,False,,,,,,,,,,True,,,
HA,24.989,27.45,speech,False,male,adult,standard,,,,,,,,,,
RE,27.45,27.759,nonspeech,False,,,,,,,,,,True,,,
HA-,27.759,28.182,speech,False,male,adult,onomatopoeia,,,,,,,,,,
,28.182,28.553,nonspeech,False,,,,,,,,,,,,,True
HA,28.553,32.391,speech,False,male,adult,standard,,,,,,,,,,
RE,32.391,32.895,nonspeech,False,,,,,,,,,,True,,,
HA,32.895,33.071,speech,False,male,adult,standard,,,,,,,,,,
,33.071,33.381,nonspeech,False,,,,,,,,,,,,,True
HA,33.381,35.324,speech,False,male,adult,standard,,,,,,,,,,
,35.324,35.821,nonspeech,False,,,,,,,,,,,,,True
HA,35.821,36.36,speech,False,male,adult,standard,,,,,,,,,,
RE,36.36,36.645,nonspeech,False,,,,,,,,,,True,,,
FA,36.645,41.583,speech,False,female,adult,standard,,,,,,,,,,
,41.583,41.952,nonspeech,False,,,,,,,,,,,,,True
FA,41.952,44.155,speech,False,female,adult,standard,,,,,,,,,,
RE,44.155,44.77,nonspeech,False,,,,,,,,,,True,,,
FA,44.77,47.255,speech,False,female,adult,standard,,,,,,,,,,
RE,47.255,47.798,nonspeech,False,,,,,,,,,,True,,,
FA,47.798,50.896,speech,False,female,adult,standard,,,,,,,,,,
RE,50.896,51.322,nonspeech,False,,,,,,,,,,True,,,
FA,51.322,53.646,speech,False,female,adult,standard,,,,,,,,,,
RE,53.646,54.521,nonspeech,False,,,,,,,,,,True,,,
FA,54.521,61.227,speech,False,female,adult,standard,,,,,,,,,,
