label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HA,0.0,3.467,speech,False,male,adult,standard,,,,,,,,,,
RE,3.467,4.162,nonspeech,False,,,,,,,,,,True,,,
HA-,4.162,5.026,speech,False,male,adult,onomatopoeia,,,,,,,,,,
HA,5.026,11.244,speech,False,male,adult,standard,,,,,,,,,,
RE,11.244,11.924,nonspeech,False,,,,,,,,,,True,,,
HA,11.924,15.64,speech,False,male,adult,standard,,,,,,,,,,
RE,15.64,15.986,nonspeech,False,,,,,,,,,,True,,,
HA,15.986,19.249,speech,False,male,adult,standard,,,,,,,,,,
RE,19.249,19.918,nonspeech,False,,,,,,,,,,True,,,
HA,19.918,25.023,speech,False,male,adult,standard,,,,,,,,,,
RE,25.023,25.429,nonspeech,False,,,,,,,,,,True,,,
HA,25.429,27.579,speech,False,male,adult,standard,,,,,,,,,,
RE,27.579,28.006,nonspeech,False,,,,,,,,,,True,,,
HA,28.006,29.334,speech,False,male,adult,standard,,,,,,,,,,
RE,29.334,29.698,nonspeech,False,,,,,,,,,,True,,,
HA,29.698,34.969,speech,False,male,adult,standard,,,,,,,,,,
RE,34.969,35.375,nonspeech,False,,,,,,,,,,True,,,
HA,35.375,37.974,speech,False,male,adult,standard,,,,,,,,,,
RE,37.974,38.48,nonspeech,False,,,,,,,,,,True,,,
HA,38.48,43.804,speech,False,male,adult,standard,,,,,,,,,,
RE,43.804,44.384,nonspeech,False,,,,,,,,,,True,,,
HA,44.384,46.628,speech,False,male,adult,standard,,,,,,,,,,
RE,46.628,47.061,nonspeech,False,,,,,,,,,,True,,,
HA,47.061,50.017,speech,False,male,adult,standard,,,,,,,,,,
RE,50.017,50.475,nonspeech,False,,,,,,,,,,True,,,
HA,50.475,53.968,speech,False,male,adult,standard,,,,,,,,,,
RE,53.968,54.463,nonspeech,False,,,,,,,,,,True,,,
HA,54.463,60.032,speech,False,male,adult,standard,,,,,,,,,,
