label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,0.996,speech,False,female,adult,standard,,,,,,,,,,
BR,0.996,1.438,nonspeech,False,,,,,True,,,,,,,,
FA,1.438,3.683,speech,False,female,adult,standard,,,,,,,,,,
BR,3.683,10.29,nonspeech,False,,,,,True,,,,,,,,
FA,10.29,12.653,speech,False,female,adult,standard,,,,,,,,,,
BR,12.653,13.602,nonspeech,False,,,,,True,,,,,,,,
FA,13.602,15.348,speech,False,female,adult,standard,,,,,,,,,,
BR,15.348,23.994,nonspeech,False,,,,,True,,,,,,,,
FA,23.994,27.929,speech,False,female,adult,standard,,,,,,,,,,
BR,27.929,34.733,nonspeech,False,,,,,True,,,,,,,,
FA,34.733,36.698,speech,False,female,adult,standard,,,,,,,,,,
BR,36.698,37.788,nonspeech,False,,,,,True,,,,,,,,
FA,37.788,38.468,speech,False,female,adult,standard,,,,,,,,,,
BR,38.468,41.778,nonspeech,False,,,,,True,,,,,,,,
FA,41.778,43.921,speech,False,female,adult,standard,,,,,,,,,,
BR,43.921,44.387,nonspeech,False,,,,,True,,,,,,,,
FA,44.387,45.296,speech,False,female,adult,standard,,,,,,,,,,
BR,45.296,45.897,nonspeech,False,,,,,True,,,,,,,,
FA,45.897,47.065,speech,False,female,adult,standard,,,,,,,,,,
BR,47.065,47.728,nonspeech,False,,,,,True,,,,,,,,
FA,47.728,48.986,speech,False,female,adult,standard,,,,,,,,,,
BR,48.986,49.388,nonspeech,False,,,,,True,,,,,,,,
FA,49.388,50.779,speech,False,female,adult,standard,,,,,,,,,,
BR,50.779,53.245,nonspeech,False,,,,,True,,,,,,,,
FA,53.245,55.948,speech,False,female,adult,standard,,,,,,,,,,
BR,55.948,57.67,nonspeech,False,,,,,True,,,,,,,,
FA,57.67,59.123,speech,False,female,adult,standard,,,,,,,,,,
BR,59.123,59.873,nonspeech,False,,,,,True,,,,,,,,
FA,59.873,60.373,speech,False,female,adult,standard,,,,,,,,,,
