label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
FA,0.0,1.986,speech,False,female,adult,standard,,,,,,,,,,
RE,1.986,2.364,nonspeech,False,,,,,,,,,,True,,,
FA,2.364,2.936,speech,False,female,adult,standard,,,,,,,,,,
FA-,2.936,3.556,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,3.556,9.708,speech,False,female,adult,standard,,,,,,,,,,
RE,9.708,10.23,nonspeech,False,,,,,,,,,,True,,,
FA,10.23,12.417,speech,False,female,adult,standard,,,,,,,,,,
RE,12.417,12.882,nonspeech,False,,,,,,,,,,True,,,
FA,12.882,18.914,speech,False,female,adult,standard,,,,,,,,,,
RE,18.914,19.383,nonspeech,False,,,,,,,,,,True,,,
FA,19.383,22.307,speech,False,female,adult,standard,,,,,,,,,,
HA-,22.307,22.639,speech,False,male,adult,onomatopoeia,,,,,,,,,,
FA-,22.639,23.045,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA,23.045,28.688,speech,False,female,adult,standard,,,,,,,,,,
RE,28.688,29.26,nonspeech,False,,,,,,,,,,True,,,
FA,29.26,35.147,speech,False,female,adult,standard,,,,,,,,,,
RE,35.147,35.469,nonspeech,False,,,,,,,,,,True,,,
FA,35.469,37.357,speech,False,female,adult,standard,,,,,,,,,,
HA,37.357,44.905,speech,False,male,adult,standard,,,,,,,,,,
RE,44.905,45.332,nonspeech,False,,,,,,,,,,True,,,
HA,45.332,46.742,speech,False,male,adult,standard,,,,,,,,,,
RE,46.742,47.048,nonspeech,False,,,,,,,,,,True,,,
HA,47.048,52.05,speech,False,male,adult,standard,,,,,,,,,,
,52.05,52.439,nonspeech,False,,,,,,,,,,,,,True
HA,52.439,54.131,speech,False,male,adult,standard,,,,,,,,,,
BR,54.131,54.637,nonspeech,False,,,,,True,,,,,,,,
HA,54.637,60.032,speech,False,male,adult,standard,,,,,,,,,,
