label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU2+BR,0.0,3.73,nonspeech,True,,,,,True,,,,True,,,,
FA*,3.73,4.784,speech,False,female,adult,atypical,,,,,,,,,,
BR,4.784,5.654,nonspeech,False,,,,,True,,,,,,,,
FA-,5.654,6.518,speech,False,female,adult,onomatopoeia,,,,,,,,,,
BR,6.518,7.461,nonspeech,False,,,,,True,,,,,,,,
FA-,7.461,8.057,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA*,8.057,8.435,speech,False,female,adult,atypical,,,,,,,,,,
BR,8.435,9.427,nonspeech,False,,,,,True,,,,,,,,
FA-,9.427,9.774,speech,False,female,adult,onomatopoeia,,,,,,,,,,
FA*,9.774,11.696,speech,False,female,adult,atypical,,,,,,,,,,
BR,11.696,12.272,nonspeech,False,,,,,True,,,,,,,,
FA-,12.272,12.91,speech,False,female,adult,onomatopoeia,,,,,,,,,,
IA,12.91,15.16,speech,False,undefgender,adult,standard,,,,,,,,,,
MU2,15.16,17.441,nonspeech,False,,,,,,,,,True,,,,
FA,17.441,19.693,speech,False,female,adult,standard,,,,,,,,,,
MU2,19.693,21.44,nonspeech,False,,,,,,,,,True,,,,
HA,21.44,22.041,speech,False,male,adult,standard,,,,,,,,,,
FA-,22.041,22.462,speech,False,female,adult,onomatopoeia,,,,,,,,,,
MU2,22.462,22.841,nonspeech,False,,,,,,,,,True,,,,
HA,22.841,23.205,speech,False,male,adult,standard,,,,,,,,,,
FA-,23.205,23.552,speech,False,female,adult,onomatopoeia,,,,,,,,,,
MU2,23.552,24.401,nonspeech,False,,,,,,,,,True,,,,
HA,24.401,24.796,speech,False,male,adult,standard,,,,,,,,,,
FA-,24.796,25.402,speech,False,female,adult,onomatopoeia,,,,,,,,,,
MU2,25.402,26.466,nonspeech,False,,,,,,,,,True,,,,
FA-,26.466,26.93,speech,False,female,adult,onomatopoeia,,,,,,,,,,
MU2,26.93,31.759,nonspeech,False,,,,,,,,,True,,,,
BR,31.759,32.412,nonspeech,False,,,,,True,,,,,,,,
HA,32.412,32.755,speech,False,male,adult,standard,,,,,,,,,,
MU2,32.755,33.608,nonspeech,False,,,,,,,,,True,,,,
FA,33.608,37.237,speech,False,female,adult,standard,,,,,,,,,,
MU2,37.237,37.911,nonspeech,False,,,,,,,,,True,,,,
FA,37.911,38.466,speech,False,female,adult,standard,,,,,,,,,,
,38.466,38.835,nonspeech,False,,,,,,,,,,,,,True
FA,38.835,42.544,speech,False,female,adult,standard,,,,,,,,,,
MU2,42.544,43.283,nonspeech,False,,,,,,,,,True,,,,
FA,43.283,47.703,speech,False,female,adult,standard,,,,,,,,,,
MU2,47.703,48.667,nonspeech,False,,,,,,,,,True,,,,
FA,48.667,49.227,speech,False,female,adult,standard,,,,,,,,,,
MU2,49.227,49.843,nonspeech,False,,,,,,,,,True,,,,
FA,49.843,50.56,speech,False,female,adult,standard,,,,,,,,,,
RI,50.56,50.839,nonspeech,False,,,,,,,,,,,True,,
MU2,50.839,51.176,nonspeech,False,,,,,,,,,True,,,,
FA,51.176,52.83,speech,False,female,adult,standard,,,,,,,,,,
MU2,52.83,53.41,nonspeech,False,,,,,,,,,True,,,,
FA,53.41,55.77,speech,False,female,adult,standard,,,,,,,,,,
MU2,55.77,56.197,nonspeech,False,,,,,,,,,True,,,,
FA,56.197,57.23,speech,False,female,adult,standard,,,,,,,,,,
MU2,57.23,57.972,nonspeech,False,,,,,,,,,True,,,,
FA,57.972,59.664,speech,False,female,adult,standard,,,,,,,,,,
MU2,59.664,60.501,nonspeech,False,,,,,,,,,True,,,,
