label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
MU2+BR,0.0,8.256,nonspeech,True,,,,,True,,,,True,,,,
HA-,8.256,9.001,speech,False,male,adult,onomatopoeia,,,,,,,,,,
MU2,9.001,12.82,nonspeech,False,,,,,,,,,True,,,,
HA,12.82,16.455,speech,False,male,adult,standard,,,,,,,,,,
MU2,16.455,17.835,nonspeech,False,,,,,,,,,True,,,,
HA,17.835,19.252,speech,False,male,adult,standard,,,,,,,,,,
BR,19.252,19.868,nonspeech,False,,,,,True,,,,,,,,
HA,19.868,20.648,speech,False,male,adult,standard,,,,,,,,,,
BR,20.648,21.802,nonspeech,False,,,,,True,,,,,,,,
HA-,21.802,21.928,speech,False,male,adult,onomatopoeia,,,,,,,,,,
BR,21.928,22.581,nonspeech,False,,,,,True,,,,,,,,
MU2,22.581,24.183,nonspeech,False,,,,,,,,,True,,,,
HA,24.183,25.037,speech,False,male,adult,standard,,,,,,,,,,
MU2+BR,25.037,26.544,nonspeech,True,,,,,True,,,,True,,,,
HA,26.544,27.951,speech,False,male,adult,standard,,,,,,,,,,
MU2,27.951,28.636,nonspeech,False,,,,,,,,,True,,,,
HA,28.636,29.922,speech,False,male,adult,standard,,,,,,,,,,
MU2+BR,29.922,34.148,nonspeech,True,,,,,True,,,,True,,,,
HA,34.148,34.627,speech,False,male,adult,standard,,,,,,,,,,
MU2,34.627,35.475,nonspeech,False,,,,,,,,,True,,,,
HA,35.475,36.993,speech,False,male,adult,standard,,,,,,,,,,
HA-,36.993,41.177,speech,False,male,adult,onomatopoeia,,,,,,,,,,
FA,41.177,47.809,speech,False,female,adult,standard,,,,,,,,,,
,47.809,48.325,nonspeech,False,,,,,,,,,,,,,True
MU2,48.325,49.135,nonspeech,False,,,,,,,,,True,,,,
FA,49.135,49.957,speech,False,female,adult,standard,,,,,,,,,,
MU2,49.957,52.781,nonspeech,False,,,,,,,,,True,,,,
FA,52.781,53.72,speech,False,female,adult,standard,,,,,,,,,,
MU2+BR,53.72,60.616,nonspeech,True,,,,,True,,,,True,,,,
HA,60.616,60.864,speech,False,male,adult,standard,,,,,,,,,,
