label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
HS,0.0,0.59,speech,False,male,senior,standard,,,,,,,,,,
MU2,0.59,1.591,nonspeech,False,,,,,,,,,True,,,,
HA,1.591,2.767,speech,False,male,adult,standard,,,,,,,,,,
MU2,2.767,3.495,nonspeech,False,,,,,,,,,True,,,,
HS+HA,3.495,9.671,speech,True,male,undefage,standard,,,,,,,,,,
MU2,9.671,11.685,nonspeech,False,,,,,,,,,True,,,,
HS+HA,11.685,15.12,speech,True,male,undefage,standard,,,,,,,,,,
MU2,15.12,15.707,nonspeech,False,,,,,,,,,True,,,,
HS-,15.707,16.203,speech,False,male,senior,onomatopoeia,,,,,,,,,,
MU2,16.203,17.162,nonspeech,False,,,,,,,,,True,,,,
HS+HA,17.162,19.545,speech,True,male,undefage,standard,,,,,,,,,,
MU2,19.545,21.543,nonspeech,False,,,,,,,,,True,,,,
HS+HA,21.543,23.899,speech,True,male,undefage,standard,,,,,,,,,,
BH,23.899,26.282,nonspeech,False,,,,,,True,,,,,,,
HS,26.282,27.662,speech,False,male,senior,standard,,,,,,,,,,
,27.662,29.676,nonspeech,False,,,,,,,,,,,,,True
RE,29.676,30.05,nonspeech,False,,,,,,,,,,True,,,
HA,30.05,38.344,speech,False,male,adult,standard,,,,,,,,,,
BR,38.344,39.03,nonspeech,False,,,,,True,,,,,,,,
HS+HA,39.03,46.713,speech,True,male,undefage,standard,,,,,,,,,,
MU2,46.713,47.528,nonspeech,False,,,,,,,,,True,,,,
HA,47.528,55.741,speech,False,male,adult,standard,,,,,,,,,,
MU2,55.741,57.543,nonspeech,False,,,,,,,,,True,,,,
HS+HA,57.543,60.693,speech,True,male,undefage,standard,,,,,,,,,,
