label,start,stop,voice_activity,overlap,speaker_gender,speaker_age,speech_quality,applause,noise,hubbub,jingle,fg_music,bg_music,respiration,laughers,other,empty
,0.0,0.406,nonspeech,False,,,,,,,,,,,,,True
FA,0.406,2.25,speech,False,female,adult,standard,,,,,,,,,,
BR,2.25,2.719,nonspeech,False,,,,,True,,,,,,,,
,2.719,3.119,nonspeech,False,,,,,,,,,,,,,True
FA,3.119,4.384,speech,False,female,adult,standard,,,,,,,,,,
MU2,4.384,4.842,nonspeech,False,,,,,,,,,True,,,,
FA,4.842,8.299,speech,False,female,adult,standard,,,,,,,,,,
MU2,8.299,11.277,nonspeech,False,,,,,,,,,True,,,,
FA,11.277,11.45,speech,False,female,adult,standard,,,,,,,,,,
MU2,11.45,12.793,nonspeech,False,,,,,,,,,True,,,,
FA,12.793,14.981,speech,False,female,adult,standard,,,,,,,,,,
HA,14.981,19.658,speech,False,male,adult,standard,,,,,,,,,,
FA,19.658,20.367,speech,False,female,adult,standard,,,,,,,,,,
,20.367,20.73,nonspeech,False,,,,,,,,,,,,,True
MU1,20.73,42.959,nonspeech,False,,,,,,,,True,,,,,
FA,42.959,47.054,speech,False,female,adult,standard,,,,,,,,,,
MU1,47.054,50.341,nonspeech,False,,,,,,,,True,,,,,
,50.341,51.063,nonspeech,False,,,,,,,,,,,,,True
MU1,51.063,53.858,nonspeech,False,,,,,,,,True,,,,,
BR,53.858,55.181,nonspeech,False,,,,,True,,,,,,,,
MU2,55.181,58.268,nonspeech,False,,,,,,,,,True,,,,
BR,58.268,59.326,nonspeech,False,,,,,True,,,,,,,,
HA,59.326,60.373,speech,False,male,adult,standard,,,,,,,,,,
