label,start,stop
female,0.0,2.11
male,2.11,11.504999999999999
female,11.504999999999999,16.005
male,16.005,17.505000000000003
female,17.505000000000003,20.505000000000003
male,20.505000000000003,32.245000000000005
female,32.245000000000005,35.245000000000005
male,35.245000000000005,42.245000000000005
female,42.245000000000005,45.245000000000005
male,45.245000000000005,53.885000000000005
female,53.885000000000005,55.385000000000005
male,55.385000000000005,58.385000000000005
female,58.385000000000005,60.0
male,60.0,60.864
