label,start,stop
male,0.0,6.745
female,6.745,8.245000000000001
male,8.245000000000001,12.745000000000001
female,12.745000000000001,14.245000000000001
male,14.245000000000001,23.244999999999997
female,23.244999999999997,24.744999999999997
male,24.744999999999997,26.244999999999997
female,26.244999999999997,27.744999999999997
male,27.744999999999997,33.745000000000005
female,33.745000000000005,35.245000000000005
male,35.245000000000005,38.245000000000005
female,38.245000000000005,39.745000000000005
male,39.745000000000005,44.245000000000005
female,44.245000000000005,47.245000000000005
male,47.245000000000005,48.745000000000005
female,48.745000000000005,50.245000000000005
male,50.245000000000005,53.245000000000005
female,53.245000000000005,56.245000000000005
male,56.245000000000005,60.0
