label,start,stop
female,0.01,1.72
male,3.39,5.96
male,6.26,6.52
male,8.12,8.9
male,9.3,10.04
male,10.11,11.05
female,11.07,16.314999999999998
male,16.314999999999998,18.16
male,18.36,18.92
female,19.0,21.28
male,22.13,23.26
male,24.54,25.03
male,25.14,25.7
male,25.74,26.35
male,26.52,26.97
male,27.03,28.06
male,28.73,30.81
male,30.97,33.215
female,33.215,34.715
male,34.715,36.62
male,36.83,37.75
male,37.99,38.71
male,38.75,39.57
female,39.87,40.8
male,40.92,43.165
female,43.165,44.665
male,44.665,46.64
male,46.83,48.55
male,48.83,51.42
male,52.54,52.92
male,54.57,58.315
female,58.315,59.815
male,59.815,60.83
