label,start,stop
female,0.44,2.5
female,2.88,3.61
female,3.82,5.09
female,5.94,6.94
female,7.35,8.56
female,9.21,10.76
female,11.48,13.85
female,14.7,16.83
female,17.17,19.11
male,19.36,22.26
male,22.36,23.18
male,23.28,23.84
male,24.21,26.02
male,26.25,27.71
male,28.11,30.18
male,30.46,30.9
male,31.34,32.44
male,33.48,34.36
female,35.11,39.65
female,39.92,42.5
female,43.66,45.47
female,45.93,48.46
female,48.92,49.97
male,51.24,52.26
male,52.49,54.44
male,54.83,56.01
male,56.12,56.95
male,57.65,58.2
male,58.75,60.98
